,(PTRATIO_radian_sigmoid-LSTAT_tanh),(LSTAT_square_relu-ZN_tanh),(LSTAT_adde_recip-ZN_negative),(RM_zscore_abs-NOX_tanh_cos),(LSTAT_square_mmnorm-PTRATIO_negative),(NOX_exp_mmnorm-PTRATIO),(RM_tanh_cos-NOX_tanh),(PTRATIO_relu_mmnorm-ZN_recip_recip),(NOX_exp_negative-ZN_tanh),(LSTAT_square_mmnorm-LSTAT_tanh),(RM_adde_adde-DIS),(NOX_exp_relu-NOX_exp_tanh),(NOX_tanh_cos-NOX_exp_mmnorm),(NOX_tanh_sigmoid-LSTAT_recip),(INDUS_square_negative-ZN_recip_relu),(RM_negative_abs-RM_adde_tanh),(PTRATIO_radian_sigmoid-CRIM_radian_sigmoid),(LSTAT_square_adde-NOX_exp),(RM_relu_cos-LSTAT_tanh),(NOX_exp_negative-RM),(LSTAT_recip_tanh-RM_negative),(RM_zscore_recip-RAD),(ZN_recip_relu-RM_relu_cos),(NOX_exp_negative-PTRATIO_zscore),(INDUS_square_mmnorm-TAX),(RM_relu_cos*RM_relu_mmnorm),(PTRATIO_radian_sigmoid*RM_zscore_tanh),(INDUS_square_mmnorm*RM_negative_adde),(NOX_tanh_sigmoid*TAX),(NOX_exp_mmnorm*PTRATIO_radian),(LSTAT_adde_adde*LSTAT_square),(RM_negative_cos*RM_adde),(LSTAT_tanh_negative*LSTAT_radian_cos),(RM_zscore_abs*RM_negative_abs),(RM_zscore_abs*RM_tanh_tanh),(RM_relu_relu*RAD),(LSTAT_adde_recip*LSTAT_radian),(CRIM_radian_sigmoid*RM_tanh_cos),(LSTAT_radian_cos*LSTAT_square_mmnorm),(RM_relu_cos*INDUS_zscore),(PTRATIO_radian_sigmoid*LSTAT_radian_recip),(LSTAT_recip_tanh*RM_relu),(NOX_tanh_cos*PTRATIO_relu_mmnorm),(ZN_recip_recip*LSTAT_recip),(RM_negative_abs*LSTAT_square_adde),(ZN_recip_relu*RM),(ZN_tanh_relu*ZN),(RM_negative_abs*INDUS_square_mmnorm),(RM_zscore_abs*TAX_adde),(LSTAT_square_relu*PTRATIO_zscore),(PTRATIO_relu_mmnorm*NOX),(PTRATIO_zscore_negative*NOX_exp_tanh),(RM_negative_abs*LSTAT_recip_tanh),(NOX_exp_mmnorm*NOX_tanh),(NOX_tanh_mmnorm*LSTAT_square),(LSTAT_square_mmnorm*RM_adde),(RM_tanh_cos*NOX_exp),(RM_adde_tanh*AGE_relu),(RM_negative_abs*LSTAT_square_mmnorm),(RM_tanh_tanh*CRIM_square),(NOX_tanh_adde*CRIM),(LSTAT_recip_tanh*LSTAT_recip),(RM_zscore_abs*LSTAT_adde),(PTRATIO_zscore_negative*RM_relu_mmnorm),(NOX_exp_relu*DIS),(NOX_exp_tanh*PTRATIO_relu),(LSTAT_radian_cos*LSTAT),(LSTAT_tanh_negative*RM_relu),(RM_relu_mmnorm*RM_zscore_recip),(LSTAT_recip_negative*PTRATIO_relu),(RM_adde_tanh*ZN_tanh),(ZN_recip_relu*CRIM_radian),(ZN_recip_relu*RM_zscore_tanh),(ZN_recip_relu*RM_zscore_recip),(LSTAT_square_relu/RM_relu),(INDUS_square_negative/LSTAT_recip_sigmoid),(RM_negative_abs/NOX_tanh),(RM_zscore_abs/DIS),(CRIM_radian_sigmoid/INDUS),(RM_relu_relu/NOX_exp_tanh),(RM_negative_cos/DIS),(RM_zscore_tanh/RM_negative),(PTRATIO_radian_sigmoid/RM),(NOX_tanh_mmnorm/LSTAT_tanh),(PTRATIO_radian_sigmoid/DIS_recip),(NOX_tanh_cos/RAD),(ZN_tanh_relu/LSTAT_radian),(RM_tanh_cos/LSTAT_recip_tanh),(ZN_tanh_relu/PTRATIO_negative),(PTRATIO_zscore_negative/RM_tanh_cos),(LSTAT_square_recip/DIS_recip),(NOX_exp_mmnorm/INDUS),(LSTAT_radian_cos/LSTAT_adde_adde),(LSTAT_recip_sigmoid/AGE_relu),(LSTAT_square_relu/INDUS),(RM_adde_adde/RM_zscore),(NOX_tanh_cos/TAX),LSTAT_adde_recip_degree,PTRATIO_zscore_negative_degree,RM_negative_abs_degree,NOX_tanh_cos_degree,RM_tanh_tanh_degree,LSTAT_tanh_negative_degree,RM_relu_relu_square,LSTAT_recip_tanh_square,NOX_exp_relu_square,RM_relu_cos_square,NOX_tanh_cos_square,PTRATIO_relu_mmnorm_square,LSTAT_recip_sigmoid_recip,NOX_tanh_cos_recip,RM_relu_mmnorm_recip,RM_zscore_recip_recip,RM_adde_tanh_recip,NOX_tanh_sigmoid_recip,RM_negative_abs_sigmoid,LSTAT_recip_sigmoid_sigmoid,NOX_tanh_sigmoid_sigmoid,MEDV
399,-0.41276258,898.20087,0.030592002,-0.20903283,20.822222,-19.623617,-0.059589624,0.80851066,-1.9997056,-0.37777823,9.788164,1.0356988,0.24900508,0.6122681,-327.61002,4.852,0.044075966,898.91943,-0.09152889,-7.8517056,5.8853545,-25.622438,-0.9084711,-2.8062816,-665.5744,0.3987943,-0.32215005,-1.3336539,429.99277,0.20320784,31802.205,7.7858534,-0.8662871,3.6069152,0.46940884,140.448,0.016001916,0.29347894,0.5390227,0.9230058,1.1226636,0.1951895,0.6673356,0.0,5272.1787,0.0,0.0,2.4905055,412.1685,724.4672,0.5602979,-0.7775447,0.1951895,0.34577596,624.65265,5.332616,1.0804733,77.799995,3.641242,74.89294,32.904972,0.0011129238,20.147617,-0.35406506,3.000358,19.472939,25.962624,-5.852,-0.712207,-0.6740074,0.0,0.0,-0.0,-0.0,153.48613,-644.4691,9.754865,0.41079444,0.03000892,6.070497,0.605486,0.09374328,0.10034815,0.69544876,0.881091,0.0343912,0.0,16.199286,-0.0,-1.492785,0.0016704504,0.031844404,0.024466852,0.0065339445,49.624355,-18.315006,0.0012393225,1.7527925,-46.213394,335.2949,47.29129,43.635735,-57.295776,34.245907,0.0011125109,3.9988222,0.82531977,0.68126667,0.6536895,1.9671838,1.2115502,0.438973,-0.61635596,1.0000001,1.5488633,0.9971341,0.6244175,0.65602607,6.3
400,-0.41276258,716.63293,0.033911776,-0.40136138,20.696022,-19.623617,-0.059592903,0.80851066,-1.9997056,-0.5039785,9.8347645,1.0356988,0.24900508,0.6082795,-327.61002,4.987,-0.020339131,717.3515,-0.04354316,-7.986706,6.024338,-26.358337,-0.95645684,-2.8062816,-665.5744,0.4445994,-0.23508161,-1.3911073,429.99277,0.20320784,23080.283,8.326227,-0.8928218,2.5386522,0.3229345,143.688,0.015844418,0.32828146,0.4428588,0.97175926,1.256863,0.22354189,0.6673356,0.0,4306.7554,0.0,0.0,2.5479589,283.55487,578.0189,0.5602979,-0.7775447,0.22354189,0.34577596,498.38147,4.318007,1.0804667,99.99999,2.9696805,477.75006,83.107666,0.0013947658,12.5038395,-0.37492877,3.1771321,19.472939,23.900839,-5.987,-1.0962499,-0.754576,0.0,0.0,-0.0,-0.0,119.698166,-643.2078,9.979899,0.26688534,0.033567764,6.2105374,0.6019995,0.06686451,0.09808542,0.69544876,0.93300277,0.0343912,0.0,14.470905,-0.0,-1.492794,0.0022170343,0.031844404,0.027721735,0.005093377,39.59298,-26.940626,0.0012393225,1.9430015,-46.213394,343.02982,47.29129,43.63582,-57.295776,35.84417,0.0013941174,3.9988222,0.9148097,0.68126667,0.6536895,1.9633338,1.2115502,0.46484,-0.4240274,1.0000001,1.5488633,0.9974952,0.6246512,0.65602607,5.6
401,-0.41276258,412.90237,0.043406017,-0.7422378,20.484911,-19.623617,-0.059598327,0.80851066,-1.9997056,-0.71508896,10.205463,1.0356988,0.24900508,0.5964222,-327.61002,5.343,0.025437891,413.62097,-0.0017883778,-8.342706,6.392173,-11.973684,-0.9982116,-2.8062816,-665.5744,0.53209895,0.048717145,-1.5426145,429.99277,0.20320784,10634.945,9.045076,-0.9377678,0.52742666,0.06332708,152.232,0.015393983,0.30354452,0.26718038,1.0141821,1.6558182,0.31190372,0.6673356,0.0,2636.282,0.0,0.0,2.699466,55.60458,333.03714,0.5602979,-0.7775447,0.31190372,0.34577596,287.15244,2.581659,1.0804559,100.0,1.8071907,154.35129,47.238384,0.0024199262,1.9156556,-0.42994714,3.1477365,19.472939,19.05544,-6.343,6.410655,-0.9940945,0.0,0.0,0.0,0.0,65.09576,-639.4878,10.573326,0.05282446,0.031038648,6.579829,0.6341475,-0.013078965,0.09258039,0.69544876,0.9243704,0.0343912,0.0,10.987911,-0.0,-1.492809,0.0038122812,0.031844404,0.03640889,0.0051230066,22.812284,141.66475,0.0012393225,2.4869814,-46.213394,363.4271,47.29129,43.635975,-57.295776,40.233646,0.0024179744,3.9988222,0.99642646,0.68126667,0.6536895,1.9519787,1.2115502,0.53305227,0.08315098,1.0,1.5488633,0.99824405,0.62534565,0.65602607,7.2
402,-0.41276258,412.49606,0.043424863,-0.6553338,20.484629,-19.623617,-0.059598923,0.80851066,-1.9997056,-0.7153714,10.201564,1.0356988,0.24900508,0.59639794,-327.61002,5.404,0.045465827,413.21466,-0.007289171,-8.403706,6.453197,-18.119549,-0.9927108,-2.8062816,-665.5744,0.5407696,0.09891102,-1.5685749,429.99277,0.20320784,10620.355,9.055788,-0.93782836,1.089032,0.12951247,153.696,0.015393088,0.29272294,0.2669328,1.0085933,1.6566335,0.31505808,0.6673356,0.0,2659.0327,0.0,0.0,2.7254264,113.718864,332.7094,0.5602979,-0.7775447,0.31505808,0.34577596,286.86987,2.5964622,1.0804547,100.0,1.8227615,70.12559,31.840366,0.002422308,3.9160738,-0.4393744,3.2775176,19.472939,19.047293,-6.404,3.2033186,-0.994584,0.0,0.0,0.0,0.0,64.412254,-639.4803,10.675008,0.10375532,0.029932132,6.6431065,0.60568076,-0.026301445,0.091698535,0.69544876,0.96248215,0.0343912,0.0,10.9825,-0.0,-1.4928107,0.0039733713,0.031844404,0.036425382,0.0051230667,22.789837,69.62786,0.0012393225,2.4880612,-46.213394,366.92215,47.29129,43.635998,-57.295776,41.011215,0.0024203525,3.9988222,0.98547477,0.68126667,0.6536895,1.9519558,1.2115502,0.54474026,0.17005497,1.0,1.5488633,0.99834776,0.6253471,0.65602607,12.1
403,-0.41276258,390.8529,0.044467606,0.50757086,20.469585,-19.623617,-0.059565544,0.80851066,-1.9997056,-0.7304146,9.082764,1.0356988,0.24900508,0.5950531,-327.61002,4.349,-0.01932168,391.5715,-0.40552628,-7.3487053,5.3995385,-24.75021,-0.5944737,-2.8062816,-665.5744,0.20366332,-0.5108794,-1.1195861,429.99277,0.20320784,9852.058,4.795787,-0.941058,7.130001,1.015149,128.376,0.015343618,0.32774833,0.25369543,0.6039848,1.701883,0.27033094,0.6673356,0.0,2105.2124,0.0,0.0,2.2764375,891.37445,315.25256,0.5602979,-0.7775447,0.27033094,0.34577596,271.81818,2.174821,1.0805215,95.999985,1.442012,468.46344,82.2967,0.0025563275,29.975971,-0.27632836,3.4050987,19.472939,18.604717,-5.349,-0.25701776,-1.0217502,0.0,0.0,-0.0,-0.0,73.070274,-639.06104,8.916399,0.78280455,0.033511553,5.548716,0.3491154,0.16264176,0.10978452,0.69544876,0.9999479,0.0343912,0.0,10.691637,-0.0,-1.4927185,0.0043566264,0.031844404,0.03733385,0.0053400286,21.594082,-8.09144,0.0012393225,2.547806,-46.213394,306.4751,47.29129,43.635044,-57.295776,28.611801,0.0025541496,3.9988222,0.353399,0.68126667,0.6536895,1.9506762,1.2115502,0.34259433,-1.3329597,1.0000002,1.5488633,0.9952696,0.62542576,0.65602607,8.3
404,-0.41276258,749.66437,0.03322449,0.24828279,20.71898,-19.623617,-0.059577107,0.80851066,-1.9997056,-0.48101974,9.360164,1.0356988,0.24900508,0.6091118,-327.61002,4.531,-0.08643037,750.38293,-0.2698024,-7.5307055,5.567507,-24.931383,-0.7301976,-2.8062816,-665.5744,0.2756255,-0.46441114,-1.197042,429.99277,0.20320784,24601.408,6.023606,-0.887976,5.9384775,0.8176878,132.744,0.015877023,0.36400208,0.460842,0.7418801,1.2288615,0.20191902,0.6673356,0.0,4161.428,0.0,0.0,2.3538935,717.98376,604.66125,0.5602979,-0.7775447,0.20191902,0.34577596,521.35315,4.2812147,1.0804983,85.399994,2.8704798,1313.4792,137.80168,0.0013333376,32.31567,-0.3044558,3.2143266,19.472939,24.312782,-5.531,-0.35156652,-0.73776484,0.0,0.0,-0.0,-0.0,135.53867,-643.4706,9.21978,0.66795546,0.037219215,5.7375116,0.4542725,0.14298327,0.10617201,0.69544876,0.9439254,0.0343912,0.0,14.8007765,-0.0,-1.4927504,0.0021441595,0.031844404,0.027058775,0.005961707,41.41792,-10.215008,0.0012393225,1.9036229,-46.213394,316.90295,47.29129,43.635372,-57.295776,30.591963,0.0013327452,3.9988222,0.5331885,0.68126667,0.6536895,1.9641358,1.2115502,0.37746698,-1.0736716,1.0000001,1.5488633,0.9960536,0.62460244,0.65602607,8.5
405,-0.41276258,528.0804,0.03891311,0.031734765,20.564968,-19.623617,-0.05958402,0.80851066,-1.9997056,-0.63503355,9.694163,1.0356988,0.24900508,0.6021187,-327.61002,4.683,-0.1786874,528.79895,-0.17476898,-7.682706,5.7264886,-25.166693,-0.825231,-2.8062816,-665.5744,0.3355317,-0.40799654,-1.2617304,429.99277,0.20320784,15006.229,6.932998,-0.9206412,4.871033,0.65277195,136.392,0.015607139,0.4138459,0.33600315,0.838434,1.4641526,0.24714603,0.6673356,0.0,3016.5288,0.0,0.0,2.418582,573.1742,425.93695,0.5602979,-0.7775447,0.24714603,0.34577596,367.25284,3.066186,1.0804845,99.999985,2.0741043,3513.368,225.37396,0.0018924568,22.026602,-0.32794672,2.8503804,19.472939,21.156334,-5.683,-0.47436714,-0.87902534,0.0,0.0,-0.0,-0.0,92.92282,-641.26953,9.473153,0.6013214,0.042316288,5.895187,0.57894695,0.122254565,0.10333229,0.69544876,0.83704823,0.0343912,0.0,12.424432,-0.0,-1.4927695,0.0026992103,0.031844404,0.03239805,0.0051087723,29.17571,-12.973116,0.0012393225,2.2295568,-46.213394,325.6119,47.29129,43.635574,-57.295776,32.29649,0.0018912632,3.9988222,0.68100625,0.68126667,0.6536895,1.9574174,1.2115502,0.40659124,-0.85712355,1.0000001,1.5488633,0.99660826,0.6250121,0.65602607,5.0
406,-0.41276258,544.7556,0.038375515,2.2204988,20.576557,-19.696302,-0.03696692,0.80851066,-1.9328583,-0.62344325,8.396464,0.97389454,0.3340236,0.59769255,-327.61002,3.1380022,-0.0021820068,545.541,-1.5433218,-6.0708585,4.1808186,-24.326988,0.5433219,-2.7394342,-665.5744,-0.060068343,-0.5846519,-0.6042064,426.59793,0.17758226,15676.193,-3.725168,-0.91817003,12.654919,2.3284693,99.312,0.015632644,0.3187171,0.3457431,-0.5520145,1.4415692,0.1771838,0.6773074,0.0,2265.447,0.0,0.0,1.761058,2045.0883,439.38678,0.5328085,-0.77347714,0.1771838,0.29098547,342.71848,2.581779,1.0451555,99.99978,1.5581918,326.7547,68.28017,0.0018345633,79.691986,-0.08917306,2.2771003,19.371069,21.430088,-4.138,-0.036150936,-0.8654671,0.0,0.0,-0.0,-0.0,131.64708,-641.48004,7.162919,2.5958927,0.03256461,4.3150744,-0.4611849,0.24059863,0.14191334,0.62912333,0.6918244,0.034905095,0.0,12.628371,-0.0,-1.4916412,0.0021626211,0.027828658,0.03190687,0.005107096,30.096994,-3.1307626,0.0012578412,2.198755,-46.213394,237.08992,47.99795,43.623875,-57.295776,17.123045,0.0018334417,3.7359414,0.2951987,0.70177865,0.6536895,1.95806,1.193713,0.110557556,-3.058221,1.0000023,1.5611889,0.98429585,0.6249728,0.654875,11.9
407,-0.41276258,147.1369,0.06734786,0.12625104,20.30019,-19.696302,-0.03737247,0.80851066,-1.9328583,-0.8998115,9.759363,0.97389454,0.3340236,0.55809724,-327.61002,4.608,0.035279155,147.92232,-0.21940899,-7.5408583,5.6902537,-25.037373,-0.780591,-2.7394342,-665.5744,0.30616394,-0.43810493,-1.2298117,426.59793,0.17758226,2584.6897,6.4994206,-0.97767335,5.4059625,0.7341455,134.592,0.014258111,0.29823685,0.09795162,0.79307973,2.7738028,0.46128026,0.6773074,0.0,840.3878,0.0,0.0,2.3866632,644.6266,118.677086,0.5328085,-0.77347714,0.46128026,0.29098547,92.56726,0.8341976,1.0443716,99.999985,0.56185704,108.775955,39.39058,0.006781036,14.313348,-0.31635576,2.4841096,19.371069,11.859178,-5.608,-0.40687916,-1.6652926,0.0,0.0,-0.0,-0.0,26.236967,-629.29504,9.707503,0.75005704,0.03049493,5.8479786,0.6073693,0.1330321,0.10471424,0.62912333,0.7547175,0.034905095,0.0,6.5689836,-0.0,-1.4927608,0.008734723,0.027828658,0.05565536,0.005205984,8.12911,-11.457333,0.0012578412,3.858748,-46.213394,321.3147,47.99795,43.63548,-57.295776,31.449661,0.006765716,3.7359414,0.6093223,0.70177865,0.6536895,1.9208664,1.193713,0.39222068,-0.96397334,1.0000001,1.5611889,0.996345,0.6272877,0.654875,27.9
408,-0.41276258,696.95996,0.034342684,0.09083724,20.682348,-19.822647,0.0054130554,0.80851066,-1.8166606,-0.5176524,9.598864,0.86815625,0.4829601,0.5927491,-327.61002,4.617,0.0549767,697.8616,-0.2138151,-7.4336605,5.654861,-25.051357,-0.7861849,-2.6232367,-665.5744,0.30971375,-0.43473402,-1.2336421,419.9982,0.1330385,22188.81,6.5530725,-0.8957118,5.342615,0.7243806,134.808,0.015823971,0.2875935,0.43204445,0.79876316,1.2744783,0.21266347,0.69557285,0.0,3930.0925,0.0,0.0,2.3904936,636.05206,562.1511,0.48268086,-0.7650408,0.21266347,0.2018508,349.41592,4.020503,0.9815863,97.89999,2.7093468,41.748154,24.086285,0.0014341169,27.695883,-0.3177467,2.6426961,19.15979,23.646791,-5.617,-0.4141773,-0.76515156,0.0,0.0,-0.0,-0.0,124.08046,-643.04266,10.500804,0.65384686,0.029406669,5.9219546,0.54044473,0.13179699,0.10454645,0.5013429,0.85425425,0.03584641,0.0,14.271388,-0.0,-1.4927621,0.0020872073,0.020848269,0.028134689,0.005203969,38.506073,-11.621249,0.0012917625,1.9676907,-46.213394,321.83038,49.292347,43.635498,-57.295776,31.55069,0.0014334314,3.3002558,0.6180867,0.7401398,0.6536895,1.9628297,1.1623666,0.39394516,-0.951151,1.0000001,1.5857211,0.99637765,0.6246819,0.6526318,17.2
409,-0.41276258,391.2484,0.044447836,-0.052011132,20.46986,-19.822647,0.0053927302,0.80851066,-1.8166606,-0.73013973,10.823064,0.86815625,0.4829601,0.5800718,-327.61002,5.852,0.02456969,392.15005,-0.1574601,-8.668661,6.9025135,-22.76284,-0.8425399,-2.6232367,-665.5744,0.53128934,0.39265797,-1.7592357,419.9982,0.1330385,9865.94,8.063345,-0.940999,5.53849,0.6155978,164.448,0.015344555,0.30401173,0.25393823,0.8560198,1.7010224,0.3461157,0.69557285,0.0,2699.46,0.0,0.0,2.9160874,540.52673,315.57156,0.48268086,-0.7650408,0.3461157,0.2018508,196.14961,2.5826387,0.9815493,100.0,1.8490826,158.76514,46.970577,0.0025537456,18.185421,-0.50861114,2.662316,19.15979,18.61296,-6.852,0.7801293,-1.0212336,0.0,0.0,0.0,0.0,57.099884,-639.0691,12.809597,0.5515542,0.031086614,7.2240047,0.57491636,-0.09758506,0.08570307,0.5013429,0.8605965,0.03584641,0.0,10.696321,-0.0,-1.4928182,0.0037457023,0.020848269,0.0373167,0.005126363,21.615934,15.202924,0.0012917625,2.5466733,-46.213394,392.59067,49.292347,43.63607,-57.295776,46.949905,0.0025515722,3.3002558,0.7098735,0.7401398,0.6536895,1.9507008,1.1623666,0.6305806,0.8083027,1.0,1.5857211,0.99894375,0.62542427,0.6526318,27.5
410,-0.41276258,102.21209,0.077952765,-0.1086148,20.268965,-19.822647,0.0054076314,0.80851066,-1.8166606,-0.9310369,9.780563,0.86815625,0.4829601,0.531716,-327.61002,4.757,-0.12216592,103.113716,-0.13527077,-7.573661,5.855591,-25.33032,-0.8647292,-2.6232367,-665.5744,0.36385232,-0.3735778,-1.2932235,419.9982,0.1330385,1589.0468,7.3288236,-0.9844726,4.327531,0.57248324,138.168,0.0137549825,0.38330415,0.06789231,0.8785641,3.3280144,0.5675864,0.69557285,0.0,604.08417,0.0,0.0,2.450075,502.67484,82.44181,0.48268086,-0.7650408,0.5675864,0.2018508,51.243305,0.58448195,0.98157644,99.99999,0.39702076,1991.4476,166.35463,0.009751796,9.643006,-0.33938316,2.5669415,19.15979,9.953017,-5.757,-0.55975896,-1.9980218,0.0,0.0,-0.0,-0.0,17.754402,-624.3665,10.762528,0.53198797,0.039193552,6.0695553,0.61198103,0.11050225,0.102004066,0.5013429,0.82976645,0.03584641,0.0,5.4804287,-0.0,-1.4927771,0.013824196,0.020848269,0.06332413,0.0052470784,5.6470766,-14.891019,0.0012917625,4.4663644,-46.213394,329.85178,49.292347,43.635647,-57.295776,33.143047,0.009720118,3.3002558,0.74775666,0.7401398,0.6536895,1.9058224,1.1623666,0.42077023,-0.751699,1.0000001,1.5857211,0.99684936,0.628248,0.6526318,15.0
411,-0.41276258,450.28836,0.04177409,-0.3298198,20.510897,-19.822647,0.0053936243,0.80851066,-1.8166606,-0.68910354,10.566064,0.86815625,0.4829601,0.5835026,-327.61002,5.657,0.026235104,451.19,-0.069058895,-8.47366,6.7040906,-22.114964,-0.9309411,-2.6232367,-665.5744,0.55225015,0.28525564,-1.6762472,419.9982,0.1330385,12003.14,8.727836,-0.9321975,3.5314984,0.4040204,159.768,0.015471404,0.3031124,0.28981692,0.9458353,1.5855904,0.31348148,0.69557285,0.0,3015.6653,0.0,0.0,2.8330986,354.751,363.19177,0.48268086,-0.7650408,0.31348148,0.2018508,225.74887,2.914742,0.981551,100.0,2.0696378,150.35532,45.70964,0.0022191566,12.699115,-0.47847462,2.774949,19.15979,19.78123,-6.657,1.1182352,-0.9519322,0.0,0.0,0.0,0.0,67.641335,-640.13947,12.44505,0.34729555,0.030994602,7.018418,0.60945404,-0.07296959,0.08821352,0.5013429,0.8970052,0.03584641,0.0,11.47376,-0.0,-1.4928159,0.003392271,0.020848269,0.034970656,0.0051177912,24.87781,22.796799,0.0012917625,2.3934789,-46.213394,381.418,49.292347,43.63605,-57.295776,44.31565,0.0022175151,3.3002558,0.86665136,0.7401398,0.6536895,1.9539679,1.1623666,0.5932171,0.530494,1.0,1.5857211,0.9987167,0.62522346,0.6526318,17.2
412,-0.41276258,1181.2969,0.026962696,1.4998249,21.018991,-19.822647,0.0055515766,0.80851066,-1.8166606,-0.18100995,8.510664,0.86815625,0.4829601,0.6015328,-327.61002,3.6280007,0.005888343,1182.1985,-1.0842891,-6.44466,4.657087,-24.423704,0.08428907,-2.6232367,-665.5744,-0.017232494,-0.57686216,-0.81274146,419.9982,0.1330385,47023.367,-0.6192112,-0.8254092,10.922721,1.7972785,111.07199,0.016174104,0.3141977,0.6760019,-0.085637614,0.9789417,0.13461433,0.69557285,0.0,5479.6216,0.0,0.0,1.9695929,1578.2678,952.80566,0.48268086,-0.7650408,0.13461433,0.2018508,592.2348,6.0165315,0.9818379,99.999916,3.7902858,269.46457,61.19582,0.00084628846,87.533485,-0.16490057,2.8229089,19.15979,28.369312,-4.628,-0.08662422,-0.5877219,0.0,0.0,-0.0,-0.0,255.24998,-645.82544,8.651898,1.5188484,0.032118734,4.87926,-0.054243557,0.21225844,0.12688795,0.5013429,0.91250825,0.03584641,0.0,18.580956,-0.0,-1.4923795,0.0013154186,0.020848269,0.020735506,0.0050727334,65.26502,-4.264395,0.0012917625,1.5448486,-46.213394,265.16483,49.292347,43.631535,-57.295776,21.418383,0.00084604975,3.3002558,0.007104647,0.7401398,0.6536895,1.9713238,1.1623666,0.20444518,-2.3601387,1.0000008,1.5857211,0.99032027,0.6241671,0.6526318,17.9
413,-0.41276258,403.2064,0.043862954,0.7490293,20.478172,-19.822647,0.0054468513,0.80851066,-1.8166606,-0.7218282,9.002164,0.86815625,0.4829601,0.5808271,-327.61002,4.1550007,-0.03525436,404.10803,-0.5716995,-6.9716606,5.20476,-24.621372,-0.42830053,-2.6232367,-665.5744,0.13081262,-0.5420571,-1.0370233,419.9982,0.1330385,10288.441,3.3721309,-0.93921417,8.296164,1.2256212,123.72,0.015372303,0.3363686,0.26126283,0.43515295,1.6756089,0.25651112,0.69557285,0.0,2092.5417,0.0,0.0,2.1938748,1076.1971,325.21658,0.48268086,-0.7650408,0.25651112,0.2018508,202.14465,2.1901245,0.9816477,99.99997,1.4339755,625.3638,93.222855,0.0024780713,36.690258,-0.24634643,2.8874006,19.15979,18.85942,-5.155,-0.18978085,-1.0059762,0.0,0.0,-0.0,-0.0,78.21656,-639.3043,9.63711,1.0125475,0.03439181,5.434872,0.26947308,0.17906167,0.11391608,0.5013429,0.9333552,0.03584641,0.0,10.859363,-0.0,-1.4926687,0.003941902,0.020848269,0.03680802,0.0051244767,22.276596,-6.581297,0.0012917625,2.513162,-46.213394,295.35974,49.292347,43.634525,-57.295776,26.574028,0.002476025,3.3002558,0.18344134,0.7401398,0.6536895,1.9514189,1.1623666,0.30542248,-1.609343,1.0000004,1.5857211,0.99426264,0.62538004,0.6526318,16.3
414,-0.41276258,1367.5204,0.025190009,1.6900374,21.148426,-19.623617,-0.059403658,0.80851066,-1.9997056,-0.051573753,8.297363,1.0356988,0.24900508,0.6185931,-327.61002,3.519001,-0.10239905,1368.2389,-1.1921858,-6.5187054,4.5460353,-24.397547,0.19218574,-2.8062816,-665.5744,-0.035277616,-0.5796141,-0.76635313,429.99277,0.20320784,58005.51,-1.3909024,-0.7988455,11.367211,1.9154829,108.456,0.016258204,0.37275,0.7576461,-0.19526054,0.9098493,0.12217141,0.6673356,0.0,6192.1084,0.0,0.0,1.9232047,1682.1115,1103.009,0.5602979,-0.7775447,0.12217141,0.34577596,951.04034,6.864028,1.0808452,99.9999,4.2859383,1593.5837,151.79416,0.0007310723,99.85809,-0.14805509,3.3159118,19.472939,29.541307,-4.519,-0.07297372,-0.5462412,0.0,0.0,-0.0,-0.0,302.6157,-646.4796,7.532849,1.5169618,0.03810146,4.6877265,-0.11590022,0.21841522,0.12994853,0.69544876,0.973757,0.0343912,0.0,19.992643,-0.0,-1.4922714,0.0012125595,0.031844404,0.018833341,0.0050676,75.55361,-3.957804,0.0012393225,1.443281,-46.213394,258.91962,47.29129,43.630413,-57.295776,20.421362,0.00073089416,3.9988222,0.03693536,0.68126667,0.6536895,1.9733207,1.2115502,0.18356001,-2.5154262,1.0000011,1.5488633,0.98921764,0.6240466,0.65602607,7.0
