,(a23/a27),(a19/a27),(a05/a27),(a08/a27),(a24/a27),a01_sigmoid,(a08+a09),(a01+a08),(a14+a29),(a32+a34),(a04+a14),(a08+a18),(a16+a31),(a11+a29),(a06+a27),(a03+a30),(a19+a34),(a13+a22),(a13+a14),(a13+a18),(a04+a10),(a06+a09),(a06+a14),(a08+a21),(a33+a34),(a01+a05),(a15+a25),(a04+a11),(a16+a32),(a20-a21),(a16-a30),(a11-a25),(a18-a29),(a01-a33),(a23-a33),(a08-a14),(a16-a19),(a23-a34),(a04-a27),(a16-a21),(a07-a21),(a05-a17),(a13-a25),(a07-a31),(a21-a30),(a03-a26),(a01-a23),(a05-a24),(a11-a22),(a11-a21),(a10-a22),(a06-a12),(a12*a27),(a23*a25),(a17*a28),(a06*a27),(a20*a26),(a15*a27),(a03*a15),(a01*a17),(a04*a19),(a27*a33),(a17*a21),(a12*a25),(a19*a28),(a19*a27),(a03*a28),(a17*a23),(a12*a32),(a24*a33),(a18*a21),(a16*a27),(a14*a26),(a13*a16),(a12*a20),a15_degree,a08_degree,a21_degree,a22_degree,a03_degree,a34_degree,a24_mmnorm,a13_mmnorm,a21_mmnorm,a06_mmnorm,a28_mmnorm,a19_mmnorm,a15_relu,a03_relu,a06_relu,a14_relu,a31_relu,a21_relu,a01_sin,a27_sin,a06_sin,a25_sin,a21_sin,class
186,1.0,1.0,0.0,-1.0,-1.0,0.7310586,-2.0,0.0,-2.0,1.0,0.0,-2.0,-1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,2.0,1.0,1.0,-1.0,2.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,0.0,1.0,-1.0,2.0,2.0,-1.0,2.0,0.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,0.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0,0.0,1.0,0.0,1.0,0.0,-57.295776,0.0,0.0,57.295776,0.0,0.0,1.0,0.5,0.5,1.0,1.0,0.0,1.0,0.0,-0.0,-0.0,0.0,0.841471,0.841471,0.0,-0.841471,0.0,1.0
187,-5.1988564,-5.1988564,5.1988564,5.1988564,-1.7329348,0.7310586,0.66666996,2.0,2.0,-1.6666701,1.6354799,1.0,1.0,0.0,1.19235,0.0,-1.6666701,-0.92536,1.0,0.0,1.6354799,0.66666996,2.0,0.0,0.33332998,2.0,-1.33333,-0.36452,0.0,0.33332998,2.0,-0.66666996,-1.0,0.0,-2.0,0.0,2.0,-0.33332998,0.44313,2.0,1.77123,2.0,0.33333,0.77123,0.0,2.0,2.0,1.33333,-0.074639976,0.0,1.92536,0.0,0.19235,0.33333,1.0,0.19235,0.66667,-0.19235,-1.0,-1.0,-0.63548,0.19235,1.0,-0.33333,1.0,-0.19235,-1.0,1.0,-1.0,-0.33333,-0.0,0.19235,-1.0,0.0,-0.66667,-57.295776,57.295776,-57.295776,-53.019222,57.295776,-38.197376,0.33333498,0.5,0.0,1.0,0.0,0.0,-0.0,1.0,1.0,1.0,0.0,-0.0,0.841471,0.19116609,0.841471,-0.32719156,-0.841471,0.0
188,0.0,-1.0,-1.0,0.0,0.0,0.5,-1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,-2.0,-1.0,0.0,-2.0,-1.0,2.0,-2.0,-2.0,-1.0,0.0,-1.0,0.0,2.0,2.0,0.0,2.0,0.0,-1.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,-1.0,-2.0,-1.0,0.0,0.0,0.0,-1.0,0.0,2.0,0.0,0.0,-1.0,0.0,0.0,-1.0,1.0,-1.0,1.0,0.0,-1.0,0.0,-0.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-0.0,1.0,1.0,-1.0,1.0,-57.295776,0.0,-57.295776,57.295776,-57.295776,0.0,0.5,0.0,0.0,0.0,1.0,0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,0.0,0.841471,-0.841471,0.841471,-0.841471,1.0
189,1.0,1.0,1.0,0.22108,1.0,0.7310586,1.2210801,1.2210801,1.48981,2.0,0.55824,1.2210801,1.58986,2.0,1.14211,1.25,2.0,1.92001,1.48981,2.0,-0.05657,1.14211,0.63192,1.2210801,2.0,2.0,2.0,1.06843,1.58986,-1.0,0.33986002,0.0,0.0,0.0,0.0,-0.26872998,-0.41013998,0.0,-0.93157,-0.41013998,0.0,1.375,0.0,0.0,0.75,0.0,0.0,0.0,0.07999003,0.0,-1.04501,-0.25283998,0.39495,1.0,-0.375,0.14211,0.0,1.0,1.0,-0.375,0.06843,1.0,-0.375,0.39495,1.0,1.0,1.0,-0.375,0.39495,1.0,1.0,0.58986,0.48981,0.58986,0.0,57.295776,12.66695,57.295776,52.712685,57.295776,57.295776,1.0,1.0,1.0,0.571055,1.0,1.0,1.0,1.0,0.14211,0.48981,1.0,1.0,0.841471,0.841471,0.14163217,0.841471,0.841471,0.0
190,1.0,-1.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,-2.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,0.0,1.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,0.0,0.0,0.0,-1.0,-0.0,-0.0,-0.0,57.295776,0.0,0.0,0.0,-57.295776,0.0,1.0,0.5,0.5,0.5,0.0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.841471,0.0,0.841471,0.0,1.0
191,-142.52173,-330.3478,-1266.6086,464.86954,582.5,0.7310586,0.08412002,0.78616,-0.34609002,-0.46151,-0.39893,-0.50825,-0.23663999,0.35483998,-0.14426,0.43817997,-0.12005,-0.025940001,-0.030660003,-0.005099982,-0.034930002,0.15416001,-0.46377003,-0.11871,-0.25865,1.5826399,0.06463,0.302,-0.37897,-0.38565,0.021820009,0.35092,-0.26828998,0.98664,0.052199997,0.10613002,-0.34143,0.33757,-0.0785,-0.2846,-0.22642,0.37995,0.25927,-0.084120005,0.30642,0.90071,0.93444,0.85059,0.69621,0.28583,0.35928002,0.11959,0.000121159406,0.0019694222,-0.047044348,6.6148e-05,0.072990246,-1.5911399e-05,0.022465166,0.20269,-0.011998761,-6.1456003e-06,0.0192819,-0.007912235,-0.035269916,-6.99016e-05,-0.15074198,0.013288356,0.049912408,-0.0035798121,-0.02800722,8.71562e-05,0.08038926,-0.054815564,0.07652007,1.9818608,-12.252129,5.450547,-18.062494,37.211887,-15.585024,0.366025,0.644655,0.547565,0.4281,0.38395,0.57598,0.03459,0.64947,-0.0,-0.0,-0.0,0.09513,0.841471,-0.00045999998,-0.14330493,0.030035483,0.09498658,0.0
192,-3.9997602,0.0,0.0,0.0,21.74826,0.7310586,0.0,1.0,0.03125,-1.20833,0.26042,0.0,-0.125,0.77083004,0.04167,-1.0,-0.9375,-0.052080005,0.42709,0.16667,0.0,0.0,0.26042,-0.19792,-1.13542,1.0,-1.0,1.0,-0.27083,0.19792,1.0,2.0,0.22917,1.19792,0.03125,-0.26042,0.0,0.77083004,-0.04167,0.19792,0.19792,0.0,1.16667,0.125,0.80208004,-0.5,1.16667,-0.90625,1.21875,1.19792,0.21875,0.33333,-0.01388986,0.16667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008247326,-0.0,0.33333,0.0,0.0,0.0,-0.0,0.090275764,-0.179365,-0.0,0.0,0.13021,0.0,-0.0,0.0,0.0,-11.33998,-12.533451,0.0,-53.71479,0.953125,0.583335,0.40104002,0.5,0.875,0.5,0.0,0.0,0.0,0.26042,-0.0,-0.0,0.841471,0.04165794,0.0,-0.841471,-0.19663036,1.0
193,1.3842089,1.8103553,3.0174007,0.44810206,0.8647434,0.7310586,1.10269,1.14756,0.52664,0.40461,0.30432,0.4347,0.49807,0.93407,0.43052998,1.23568,0.78698,1.0962601,1.05709,1.0914,-0.21346998,1.05636,0.35406,0.6725,0.37169,1.9936299,1.1280401,0.71175003,0.48758,-0.2319,0.038119987,0.27003002,0.013330013,0.81914,0.27495998,-0.10527,-0.32235,0.26498997,-0.27780998,-0.25114003,0.43648,0.32588,0.41403002,0.73715,0.28926003,0.72774,0.54418004,0.70887,0.36826003,0.13532001,-0.55696,-0.44578,0.18013039,0.17787464,0.17063016,0.033335038,0.079783075,0.24296083,0.73781,0.66775,0.030695762,0.059557196,0.3505287,0.21345972,0.1523342,0.19631217,0.25553,0.3043738,0.1169398,0.05150169,0.15073128,0.09016233,0.0688355,0.22020638,0.16029581,42.2734,8.454565,30.076845,16.730366,57.295776,10.933753,0.64238,0.90213,0.76247,0.550615,0.627765,0.79807496,0.73781,1.0,0.10123,0.25283,0.22427,0.52494,0.841471,0.3233807,0.1010572,0.38040113,0.5011611,0.0
194,-1.0,1.0,-1.0,-1.0,-1.0,0.7310586,0.0,0.0,0.0,0.40291,-1.09524,0.0,0.0,1.8134899,0.0,1.50794,1.72831,-2.0,-2.0,0.0,0.22222,0.0,-2.0,-0.31160998,-0.27169,0.0,-0.17062998,0.71825,0.6746,0.31160998,0.49206,-0.015880048,0.0,2.0,0.0,0.0,0.0,-1.72831,-1.09524,0.31160998,-1.68839,-1.47364,-1.82937,0.0,0.18045002,0.63492,2.0,0.0,1.8134899,0.12509996,1.3174601,-1.7619,0.7619,-0.82937,0.47364,-1.0,0.36508,-1.0,-1.0,0.47364,-0.09524,-1.0,0.32604903,0.63189703,1.0,1.0,1.0,-0.47364,-0.24792226,1.0,0.68839,1.0,-0.36508,-1.0,0.7619,-57.295776,-57.295776,39.44184,-57.295776,57.295776,41.729088,0.0,0.0,0.844195,0.0,1.0,1.0,-0.0,1.0,-0.0,-0.0,-0.0,0.68839,0.841471,0.841471,-0.841471,0.7375061,0.6352947,1.0
195,0.86010337,1.0009853,0.6960581,-0.45970467,-0.041710105,0.7310586,0.52994,0.59871,1.06716,-0.24919,0.07982,-0.65453,0.83414,1.94741,1.30497,1.03054,0.72654,1.25809,1.07848,0.74352,0.16638,1.36327,0.51376003,0.44742,0.71116,1.60761,1.76133,0.96006995,-0.05097,-0.99353004,-0.042880002,0.11649996,-1.23868,0.14159,-0.10759997,-0.48301,-0.82282,0.89806,-0.87483,-0.79774,0.07442999,-0.23866999,0.15129,0.13997,0.75486,0.96257997,0.24918997,0.64401996,0.70063996,0.11325997,-0.09305,0.34143,0.07909618,0.6347874,-0.019481365,0.37714067,0.00374939,0.79948163,0.8578769,0.84628,-0.0016602011,0.74933183,0.7182463,0.07660803,-0.020114645,0.76275754,-0.021562602,0.63539547,-0.009236783,-0.03125471,-0.21492732,0.04449324,-0.002115731,0.050804857,-0.01312214,52.47491,-22.992222,48.6275,14.973105,53.66838,-8.436803,0.481795,0.99838,0.92435503,0.71602,0.48849,0.936895,0.91586,0.93669,0.43204,0.08172,0.78317,0.84871,0.841471,0.766215,0.41872424,0.74828297,0.75042844,0.0
196,1.0,1.0,1.0,1.0,-1.0,0.7310586,2.0,2.0,2.0,2.0,0.0,1.0,0.25,2.0,2.0,0.25,2.0,2.0,2.0,1.0,-1.5,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,1.75,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,1.75,1.75,0.0,0.0,2.0,0.0,0.0,-1.5,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,-1.0,1.0,0.0,1.0,0.625,1.0,0.625,0.0,1.0,-1.0,0.0,1.0,1.0,1.0,1.0,57.295776,57.295776,57.295776,57.295776,57.295776,57.295776,0.0,1.0,1.0,1.0,0.8125,1.0,1.0,1.0,1.0,1.0,-0.0,1.0,0.841471,0.841471,0.841471,0.841471,0.841471,1.0
197,1.0351837,0.86851346,1.0390906,-0.10807581,0.096032746,0.7310586,0.89599,0.89599,0.84304,-0.25439,0.16197,-0.29355,1.0661,1.91165,0.17728996,1.03885,0.71867,1.01848,0.91258997,0.79165995,0.38472,0.21490997,-0.85370004,0.86999,0.84806,2.0,2.0,1.23058,-0.071119994,-1.13033,0.027250003,0.0,-1.10119,0.034770012,0.031010032,-0.035400003,-0.76974,1.11341,-0.73179996,-0.9079,0.026000023,0.04198003,-0.01880002,0.0,0.93514997,1.01253,0.0037599802,0.90758,0.96272,0.026000023,0.116859995,-1.06329,0.2677341,0.99624,-0.044040177,-0.7555549,0.001958815,0.96238,1.0,0.95802,0.19272798,0.928918,0.9331114,0.2782,-0.038423564,0.8043957,-0.04597,0.9544178,-0.038174603,0.089206554,-0.18461196,0.06361332,0.00085968326,0.06485732,-0.043491006,57.295776,-5.959334,55.806084,2.1359866,57.295776,-6.713346,0.54621,0.9906,0.987,0.107454985,0.477015,0.91792,1.0,1.0,-0.0,-0.0,1.0,0.974,0.841471,0.82055426,-0.70688885,0.841471,0.82714033,0.0
198,-3.4783618,9.223062,-29.044437,29.044437,2.0026138,0.7310586,2.0,2.0,-0.79715997,0.00433,-1.7931299,1.46502,0.99239,0.74194,-0.96557,0.35204,0.3208,-1.20188,-1.7931299,-0.53498,-0.04958999,0.0,-1.7931299,0.85657,0.0034,0.0,-0.06656,-0.25403,1.00108,-0.13118002,1.01672,0.71576,0.46905,0.99985,-0.11991,1.7931299,0.68245,-0.12301,-1.03443,1.14343,0.066819996,-1.48684,-1.03021,-0.069,-0.12671,0.30236998,1.11976,-1.0689499,0.94785,0.8894,1.15229,-0.6129,-0.013327854,-0.0036179496,-0.0057739224,-0.03443,-0.018231358,-0.0033317914,-0.035684906,0.48684,-0.31755,5.1645e-06,-0.06982746,-0.011694292,-0.003766143,0.010933246,-0.0043734936,-0.05830396,-0.000418068,1.03425e-05,-0.06669781,0.03443,-0.052655898,-1.0,0.10630154,-5.5445123,57.295776,-8.217933,-11.566871,21.12839,0.18621127,0.53447497,0.0,0.428285,0.0,0.49407,0.658775,-0.0,0.36876,-0.0,-0.0,-0.0,-0.0,0.841471,0.0344232,-0.841471,0.030205404,-0.14293872,1.0
199,0.90306,0.95663,0.80804,-0.07653,0.30804,0.7310586,0.90498,0.92347,0.77743,-0.2449,0.4037,-0.20727,1.02487,1.45855,0.83036,0.87755,0.89923,0.99935997,1.0185,0.86671,0.30866998,0.81187,-0.14859,0.92347,0.9426,1.80804,1.9821401,1.08482,-0.16262999,-0.92283,-0.05421,-0.29783,-0.88712,0.0,-0.09693998,-0.09758,-0.93176,0.96046,-0.61735,-0.97513,0.0,-0.19195998,-0.002550006,0.0,0.92092,0.94388,0.09693998,0.5,0.70026004,-0.29783,-0.075890005,-0.37627,0.20663,0.90306,-0.00394,-0.16964,-0.01122129,0.98214,0.7842094,1.0,0.36605445,1.0,1.0,0.20663,-0.0037691223,0.95663,-0.003145972,0.90306,-0.038743127,0.30804,-0.13074,0.02487,-0.0030608806,0.024806581,0.015945638,56.272472,-4.3848457,57.295776,0.10943493,45.74896,-3.2887776,0.65402,0.998725,1.0,0.41518,0.49803,0.978315,0.98214,0.79847,-0.0,0.02105,1.0,1.0,0.841471,0.841471,-0.16882753,0.841471,0.841471,0.0
200,1.0,0.0,0.0,0.0,-1.0,0.5,0.0,0.0,2.0,-1.0,1.0,-1.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,-1.0,0.0,-1.0,-2.0,0.0,1.0,-1.0,1.0,1.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,-1.0,1.0,1.0,1.0,0.0,57.295776,0.0,57.295776,57.295776,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.5,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.841471,0.0,0.841471,0.841471,1.0
201,1.5340525,1.6793318,2.8165839,-0.98845196,-2.459638,0.7310586,0.64906,0.64906,-0.17767,-1.43145,-0.72547,-0.93113,-0.42294997,1.1908801,0.101580024,0.21761,-0.10377002,0.19843,0.46699,0.32799,-0.58994,0.74654,-0.69465,0.33365,-0.56006,2.0,1.24937,0.64308,-1.32044,-1.26038,0.19340003,0.43522,-0.84371,0.86006,0.40471002,0.090250015,-1.18522,1.24465,-0.63932,-1.27358,0.26164,0.30251998,0.41604,0.78019,1.46698,1.73333,0.45534998,1.87327,1.63711,0.24277002,0.40409,0.23711002,-0.17417198,0.26804405,-0.5304615,-0.08998844,0.42224407,0.26884693,0.75723,0.69748,-0.16949625,0.049684297,0.47748783,-0.24142912,-0.45345676,0.2116855,-0.76054,0.3798825,0.35882744,-0.12220539,-0.39719227,-0.20911501,0.32353786,-0.5349089,0.2824653,43.38608,-20.10738,39.224113,-40.665676,57.295776,-40.107044,0.06336501,0.95409,0.842295,0.37327,0.119729996,0.798115,0.75723,1.0,-0.0,-0.0,0.16604,0.68459,0.841471,0.34762788,-0.2507549,0.472513,0.63235545,0.0
202,0.6,1.0,-0.0,-0.0,1.0,0.7310586,-0.85,1.0,0.0,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-0.85,-1.0,1.0,0.0,1.0,1.0,0.0,1.0,-2.0,1.0,-1.0,-2.0,1.0,-0.6,1.0,1.0,-0.6,1.0,-1.0,-1.0,1.0,0.0,0.0,2.0,-1.0,1.6,1.0,1.0,-1.0,0.0,0.0,-0.0,-0.6,0.2,-0.0,-1.0,-0.0,0.0,-1.0,-0.0,-0.0,-1.0,0.0,0.2,1.0,-0.0,0.6,0.0,-0.0,-1.0,-0.0,-1.0,0.0,-0.0,0.0,0.0,57.295776,-57.295776,0.0,0.0,0.0,1.0,1.0,0.5,0.4,0.0,0.0,0.0,0.0,-0.0,0.0,1.0,0.841471,-0.841471,0.0,0.841471,0.841471,1.0
203,0.8441354,1.0924067,1.0427568,0.0,0.099310696,0.7310586,1.0,1.0,1.0,-0.045460004,0.13636,0.0,0.81819004,1.9091,0.82449996,1.09091,1.04545,1.09091,1.04545,1.0,0.09091,0.90909,-0.045460004,0.86364,0.90909,1.95455,1.81818,1.04546,-0.13636,-0.86364,-0.13636,0.045460045,-0.95455,0.13635999,-0.09091002,-0.04545,-1.04545,0.72728,-0.82449996,-0.90909,-0.09091002,-0.045449972,0.09091002,-0.09091002,0.77273,0.95455,0.22727,0.86364,0.86364,0.09091002,-0.09091,-0.09091,0.0,0.7024811,0.02897,-0.08321992,0.0,0.83219004,0.90909,1.0,0.09091,0.7905847,0.86364,0.0,0.02897,0.91541,0.02897,0.77273,-0.0,0.07851352,0.0,-0.041605383,0.0020657023,-0.04545,0.0,52.087017,0.0,49.482925,5.2087593,57.295776,2.6040928,0.545455,1.0,0.93182003,0.454545,0.514485,1.0,0.90909,1.0,-0.0,0.04545,0.86364,0.86364,0.841471,0.7928125,-0.09078483,0.7889449,0.7602124,0.0
204,-0.0,-1.0,1.0,-1.0,-0.0,0.5,0.0,1.0,-1.0,-1.0,-1.0,0.0,0.6875,0.0,0.0,0.0,1.0,-2.0,-2.0,-2.0,-1.0,0.0,0.0,2.0,0.0,-1.0,0.0,0.0,-1.3125,-2.0,-0.3125,-1.0,-1.0,0.0,0.0,2.0,-1.3125,0.0,1.0,-1.3125,0.0,0.0,-2.0,0.0,1.0,1.0,0.0,-1.0,1.0,-1.0,0.0,1.0,-0.0,0.0,1.0,-1.0,1.0,1.0,-0.0,-0.0,0.0,-0.0,-1.0,0.0,-1.0,-1.0,-0.0,-0.0,-0.0,0.0,-1.0,0.3125,1.0,0.3125,-0.0,-57.295776,57.295776,57.295776,-57.295776,0.0,0.0,0.5,0.0,1.0,1.0,0.0,1.0,-0.0,0.0,1.0,-0.0,1.0,1.0,0.0,-0.841471,0.841471,0.841471,0.841471,1.0
205,0.95221394,1.0791794,1.0474406,0.09522679,0.031738665,0.7310586,1.0,1.08824,1.08824,0.11764,0.05882001,0.08824,1.0,1.91177,1.1031001,0.79410994,1.05882,1.08824,1.11765,0.97059,-0.11765,1.08823,0.32353002,0.85295,0.97058,1.97059,1.7941201,0.88234997,0.08823,-0.76471,0.14706,0.11764997,-0.94118,0.08824003,-0.029409945,-0.05882001,-0.97059,0.82353,-1.01487,-0.7353,0.05882001,-0.029410005,0.11764997,-0.14705998,0.88236,0.88234997,0.11764997,0.94118,0.85293996,0.20587999,-0.14706,0.35294,-0.16352239,0.75259167,0.026,0.16352239,0.0,0.8721256,0.8581302,1.0,-0.08824,0.8448642,0.76471,-0.15051833,0.026,0.92663,0.02370576,0.88235,-0.010379965,0.026814861,0.0,0.02725219,0.004325035,0.028545052,-0.0,53.92564,5.055779,43.814655,6.740848,52.239994,3.3701377,0.514705,0.985295,0.882355,0.588235,0.513,1.0,0.94118,0.91176,0.17647,0.14706,0.97059,0.76471,0.841471,0.7996007,0.1755555,0.7532175,0.6923278,0.0
206,1.0,-1.0,1.0,-1.0,1.0,0.7310586,0.0,2.0,2.0,0.67683,2.0,0.0,-1.23476,0.0,-0.84756,-2.0,2.0,0.0,2.0,0.0,2.0,-0.84756,1.15244,0.68597996,1.14939,0.0,0.0,0.0,-0.55793,1.31402,0.76524,-2.0,-2.0,0.85061,-1.14939,0.0,-1.23476,-2.0,2.0,0.07926001,0.59756005,-1.28301,0.0,1.28354,0.68597996,0.0,2.0,0.0,0.0,-0.68597996,2.0,1.15244,1.0,-1.0,-0.010126098,-0.15244,-1.0,1.0,1.0,0.28301,1.0,-0.14939,-0.0888708,-1.0,-0.03578,-1.0,0.03578,-0.28301,0.32317,-0.14939,0.31402,0.23476,-1.0,-0.23476,-1.0,-57.295776,57.295776,-17.99202,-57.295776,-57.295776,57.295776,0.0,1.0,0.34298998,0.57622,0.48211,1.0,-0.0,-0.0,0.15244,1.0,-0.0,-0.0,0.841471,-0.841471,0.15185028,0.841471,-0.30888456,1.0
207,1.0746267,1.5286078,1.2806829,0.039973095,0.12444396,0.7310586,0.71036,1.02615,0.57659996,0.19253,-0.05498,0.49982998,0.65906,1.21053,0.67175,0.26314998,1.09719,0.87487,0.84884,1.27224,-0.15788999,0.70177,0.06784,0.75165,0.67137,1.83781,1.2042,0.57895,0.1529,-0.67287,0.26809,0.26316,-0.05263999,0.42582,0.12883002,-0.024130002,-0.94244,0.60582,-0.75945,-0.66793996,0.106050014,-0.0042999983,0.37751,0.23005003,0.93603,0.26314998,0.29698998,0.7564,0.6079,-0.041289985,-0.12894,0.01756,0.0,0.2960024,0.075520426,0.011487576,0.011080193,0.5123289,0.3709625,0.84211,-0.10526,0.3756228,0.61095077,0.0,0.08968,0.65419,0.042479623,0.59201175,0.0,0.046743993,0.34365484,0.03765518,0.010585449,0.045965116,0.0,44.87119,1.4982845,41.568085,4.3722405,27.139862,5.5685763,0.540705,0.89928,0.86275,0.50878,0.54484,1.0,0.78315,0.47368,0.01756,0.05028,0.6015,0.7255,0.841471,0.6085167,0.017559098,0.40871897,0.6635096,0.0
208,0.562498,-0.5104163,-0.0,-1.6250122,1.3125062,0.7310586,1.0,2.0,0.0,0.0,-0.5,1.0,0.0,0.0,-0.61538,-0.00641,0.3141,0.74359,0.0,0.0,-0.5,0.0,0.0,0.64743996,0.0,1.0,0.0,-0.5,0.0,1.28205,0.0,0.0,0.0,1.0,-0.34615,1.0,-0.3141,-0.34615,0.11537999,0.35256,0.33333,0.0,0.0,-0.01923,-0.35256,-0.00641,1.34615,0.80769,-0.74359,0.35256,-0.74359,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.15705,-0.0,-0.0,0.0,-0.16107677,-0.19329086,0.0032871761,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,57.295776,-20.2002,42.604565,-0.3672659,0.0,0.09615499,0.5,0.32371998,0.5,0.24359,0.65705,0.0,-0.0,0.0,0.0,0.0,-0.0,0.841471,-0.57726884,0.0,0.0,-0.34530148,1.0
209,1.0,1.0,1.0,0.63636,0.0775,0.7310586,1.6363599,1.6363599,0.54545,0.90909,0.0,0.0,1.27273,2.0,1.54545,1.3636401,1.27273,0.36363003,0.36363003,0.18182003,0.36364,1.54545,0.090899974,1.54545,1.0,2.0,1.6363599,1.45455,0.90909,-1.1818199,-0.09091002,0.0,-1.6363599,0.27273,0.27273,1.09091,-0.72727,0.72727,-0.54545,-0.63636,-0.09090996,0.0,-0.18181998,-0.18181998,0.54545,1.09091,0.0,0.9225,1.45455,0.09091002,0.36364,0.54545,0.0,1.0,0.08867,0.54545,0.024793884,0.63636,0.63636,1.0,0.45455,0.72727,0.90909,0.0,0.08867,1.0,0.08867,1.0,0.0,0.056363426,-0.5785085,0.27273,0.04132314,0.22314224,-0.0,36.46074,36.46074,52.087017,-26.043795,57.295776,15.626277,0.53875,0.90909004,0.954545,0.772725,0.544335,1.0,0.63636,1.0,0.54545,-0.0,1.0,0.90909,0.841471,0.841471,0.5188028,0.841471,0.7889449,0.0
210,1.0,0.0,1.0,1.0,-1.0,0.5,1.0,1.0,-1.0,0.5,-2.0,1.0,1.0,1.0,0.0,-1.0,0.0,2.0,0.0,1.0,-1.0,-1.0,-2.0,0.0,0.0,1.0,-1.0,0.0,0.5,1.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,-2.0,1.0,0.0,1.0,2.0,-2.0,-1.0,-2.0,-1.0,2.0,0.0,2.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,1.0,0.0,0.0,-1.0,0.0,-0.5,-0.0,-0.0,0.0,-1.0,0.0,-0.0,0.0,57.295776,-57.295776,57.295776,-57.295776,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.0,-0.0,-0.0,-0.0,1.0,-0.0,0.0,0.841471,-0.841471,-0.841471,-0.841471,1.0
211,0.791853,1.319755,1.847628,0.527902,0.527902,0.7310586,0.81817997,1.18182,0.18181999,-0.01832,0.0,0.0,0.35021,0.63637,0.43532997,0.45455,0.43623,0.36364,0.36364,0.27273,0.09091,0.72727,0.0,0.54546,0.27153,1.6363599,0.84976,0.45455003,-0.01343,-0.36364,-0.01343,0.0,-0.45455,0.71015,-0.017120004,0.27273,-0.46798,0.29105,-0.25351,-0.37707,-0.09091002,0.0,0.09090999,-0.09091002,0.36364,0.54546,0.72727,0.45453998,0.45455003,0.0,0.09091,0.18182,-0.03131122,0.099175535,-0.011250845,0.03131122,-0.0,0.16742943,0.22096583,0.63636,0.04132314,0.09983013,0.23140596,-0.033058513,-0.008036444,0.1565561,-0.008036444,0.17355445,-0.0,0.052700527,-0.066117026,-0.0046255607,0.008264628,-0.0061046067,-0.0,27.852621,10.417519,20.835037,-5.2087593,26.043795,-1.0496587,0.59091,0.727275,0.68182003,0.545455,0.49116,0.727275,0.48612,0.45455,0.09091,-0.0,0.36364,0.36364,0.841471,0.33765078,0.09078483,0.35567856,0.35567856,0.0
