,checking_status_'<0'_tanh,other_parties_none_tanh,property_magnitude_car_tanh,existing_credits_tanh,property_magnitude_car_sigmoid,housing_own_sigmoid,checking_status_'<0'_sigmoid,duration_sigmoid,credit_history_kterm_ln,residence_since_ln,other_payment_plans_kterm_ln,own_telephone_kterm_ln,age_ln,(age+employment_kterm),(personal_status_kterm+housing_own),(checking_status_kterm+housing_kterm),(checking_status_kterm+savings_status_'<100'),(employment_'>=7'+foreign_worker_yes),(duration+job_skilled),(existing_credits+savings_status_kterm),(credit_amount+personal_status_kterm),(other_payment_plans_kterm+credit_history_'existing paid'),(credit_amount+residence_since),(savings_status_kterm+own_telephone_yes),(savings_status_kterm+own_telephone_kterm),(personal_status_kterm+credit_history_'existing paid'),(checking_status_kterm+credit_history_kterm),(own_telephone_kterm+other_payment_plans_none),(installment_commitment+housing_kterm),(credit_history_kterm+checking_status_'no checking'),(installment_commitment+checking_status_'<0'),(credit_history_'critical/other existing credit'+foreign_worker_yes),(foreign_worker_kterm+other_payment_plans_none),(age+other_parties_none),(credit_amount+other_parties_kterm),(duration+num_dependents),(housing_kterm+property_magnitude_'real estate'),(existing_credits+foreign_worker_yes),(savings_status_kterm*checking_status_'no checking'),(installment_commitment*other_parties_none),(own_telephone_kterm*employment_'>=7'),(own_telephone_kterm*foreign_worker_kterm),(other_payment_plans_none*own_telephone_yes),(savings_status_'<100'*job_skilled),(other_parties_kterm*foreign_worker_kterm),(credit_history_kterm*savings_status_'<100'),(own_telephone_kterm*housing_own),(residence_since*job_skilled),(credit_amount*other_parties_none),(existing_credits*checking_status_'no checking'),(duration*credit_amount),(installment_commitment*personal_status_'male single'),(credit_history_kterm*employment_kterm),(residence_since*housing_own),(checking_status_kterm*employment_kterm),(installment_commitment*employment_kterm),(employment_kterm*property_magnitude_car),(credit_history_'existing paid'*savings_status_'<100'),(own_telephone_kterm*personal_status_'male single'),(installment_commitment*savings_status_'<100'),(foreign_worker_kterm*property_magnitude_'real estate'),(checking_status_'<0'*other_parties_none),(age*credit_history_kterm),checking_status_kterm_mmnorm,job_kterm_mmnorm,other_payment_plans_kterm_mmnorm,foreign_worker_kterm_mmnorm,credit_history_kterm_mmnorm,(age-other_payment_plans_none),(other_payment_plans_kterm-own_telephone_kterm),(installment_commitment-num_dependents),(job_kterm-purpose),(credit_amount-other_payment_plans_kterm),(age-employment_kterm),(existing_credits-checking_status_'<0'),(other_payment_plans_none-purpose),(credit_history_kterm-job_skilled),(installment_commitment-purpose),(checking_status_kterm-other_parties_kterm),(credit_history_'existing paid'-personal_status_'male single'),(residence_since-foreign_worker_kterm),(purpose_kterm-other_parties_kterm),(purpose_kterm-checking_status_'<0'),(credit_history_'critical/other existing credit'-job_skilled),(housing_kterm-own_telephone_yes),(credit_history_'critical/other existing credit'-personal_status_'male single'),(credit_history_kterm-own_telephone_yes),(checking_status_kterm-savings_status_'<100'),(age-personal_status_'male single'),(purpose_kterm-foreign_worker_kterm),(checking_status_'<0'-checking_status_'no checking'),(employment_kterm-own_telephone_yes),(num_dependents-job_kterm),checking_status_'no checking'_negative,checking_status_'<0'_negative,own_telephone_kterm_negative,duration_negative,credit_history_'critical/other existing credit'_negative,purpose_kterm_negative,installment_commitment_degree,credit_history_'critical/other existing credit'_degree,employment_kterm_degree,checking_status_'<0'_degree,purpose_kterm_degree,residence_since_degree,class
379,0.0,0.7615942,0.7615942,0.9640276,0.7310586,0.7310586,0.5,0.9975274,5.6801724,1.3862944,6.7019606,6.3902407,3.9512436,391.0,311.0,1107.0,394.0,1.0,6.0,105.0,672.0,814.0,366.0,103.0,699.0,310.0,687.0,597.0,717.0,294.0,4.0,2.0,964.0,53.0,1269.0,7.0,713.0,3.0,103.0,4.0,0.0,573948.0,0.0,0.0,873441.0,0.0,596.0,0.0,362.0,2.0,2172.0,0.0,99327.0,4.0,133566.0,1356.0,339.0,0.0,0.0,0.0,0.0,0.0,15236.0,1.0,0.29276314,0.99999994,1.0,0.5163265,51.0,218.0,3.0,199.0,-452.0,-287.0,2.0,0.0,293.0,3.0,-513.0,0.0,-959.0,-673.0,234.0,1.0,713.0,1.0,293.0,394.0,52.0,-729.0,-1.0,339.0,-199.0,-1.0,-0.0,-596.0,-6.0,-1.0,-234.0,229.1831,57.295776,19423.268,0.0,13407.212,229.1831,1.0
380,0.7615942,0.7615942,0.7615942,0.7615942,0.7310586,0.7310586,0.7310586,1.0,6.272877,1.3862944,6.7019606,6.001415,3.6635616,213.0,549.0,987.0,274.0,1.0,21.0,184.0,2760.0,815.0,2216.0,184.0,587.0,549.0,804.0,405.0,717.0,530.0,5.0,1.0,964.0,40.0,3119.0,21.0,713.0,2.0,0.0,4.0,0.0,389052.0,1.0,0.0,873441.0,0.0,404.0,4.0,2212.0,0.0,44240.0,4.0,92220.0,4.0,47676.0,696.0,174.0,0.0,404.0,0.0,0.0,1.0,20670.0,0.63746226,1.0,0.99999994,1.0,0.99999994,38.0,410.0,3.0,625.0,1398.0,-135.0,0.0,-4.0,529.0,-1.0,-633.0,0.0,-959.0,-726.0,180.0,-1.0,712.0,-1.0,529.0,274.0,38.0,-782.0,1.0,173.0,-629.0,-0.0,-1.0,-404.0,-20.0,-0.0,-181.0,229.1831,0.0,9969.465,57.295776,10370.535,229.1831,1.0
381,0.0,0.7615942,0.0,0.7615942,0.5,0.5,0.5,1.0,6.272877,1.3862944,6.7019606,6.001415,3.637586,100.0,310.0,377.0,270.0,1.0,18.0,604.0,13286.0,815.0,12980.0,604.0,1007.0,311.0,799.0,405.0,111.0,530.0,3.0,1.0,964.0,39.0,13883.0,19.0,108.0,2.0,0.0,3.0,0.0,389052.0,1.0,0.0,873441.0,530.0,0.0,0.0,12976.0,0.0,233568.0,0.0,32860.0,0.0,16678.0,186.0,0.0,1.0,0.0,3.0,0.0,0.0,20140.0,0.62235653,0.20723684,0.99999994,1.0,0.99999994,37.0,410.0,2.0,146.0,12162.0,-24.0,1.0,-1.0,530.0,1.0,-638.0,1.0,-959.0,-804.0,103.0,0.0,107.0,0.0,529.0,268.0,38.0,-860.0,0.0,61.0,-147.0,-0.0,-0.0,-404.0,-18.0,-0.0,-103.0,171.88733,0.0,3552.3381,0.0,5901.465,229.1831,0.0
382,0.0,0.7615942,0.0,0.7615942,0.5,0.5,0.5,1.0,6.272877,1.3862944,6.7019606,6.3902407,3.218876,199.0,310.0,573.0,394.0,1.0,23.0,184.0,1593.0,815.0,1287.0,183.0,779.0,311.0,924.0,597.0,183.0,531.0,4.0,1.0,964.0,26.0,2190.0,23.0,179.0,2.0,183.0,4.0,0.0,573948.0,0.0,0.0,873441.0,0.0,0.0,4.0,1283.0,1.0,28226.0,0.0,92220.0,0.0,68556.0,696.0,0.0,0.0,0.0,0.0,0.0,0.0,13250.0,1.0,1.0,0.99999994,1.0,0.99999994,24.0,218.0,3.0,629.0,469.0,-149.0,1.0,0.0,529.0,3.0,-513.0,1.0,-959.0,-673.0,234.0,-1.0,179.0,0.0,530.0,394.0,25.0,-729.0,-1.0,174.0,-629.0,-1.0,-0.0,-596.0,-22.0,-0.0,-234.0,229.1831,0.0,9969.465,0.0,13407.212,229.1831,1.0
383,0.0,0.7615942,0.0,0.7615942,0.5,0.7310586,0.5,0.9999938,6.272877,0.0,6.7019606,6.3902407,3.2580965,198.0,549.0,776.0,64.0,1.0,13.0,604.0,1878.0,815.0,1331.0,603.0,1199.0,549.0,593.0,597.0,717.0,530.0,4.0,1.0,964.0,27.0,2237.0,13.0,714.0,2.0,0.0,4.0,0.0,573948.0,0.0,1.0,873441.0,530.0,596.0,1.0,1330.0,0.0,15960.0,4.0,91160.0,1.0,10836.0,688.0,0.0,1.0,596.0,4.0,963.0,0.0,13780.0,0.0,1.0,0.99999994,1.0,0.99999994,25.0,218.0,3.0,629.0,516.0,-146.0,1.0,0.0,529.0,3.0,-844.0,0.0,-962.0,-673.0,234.0,-1.0,713.0,-1.0,530.0,62.0,25.0,-729.0,0.0,172.0,-629.0,-0.0,-0.0,-596.0,-12.0,-0.0,-234.0,229.1831,0.0,9854.873,0.0,13407.212,57.295776,1.0
384,0.0,0.7615942,0.0,0.9640276,0.5,0.7310586,0.5,1.0,4.477337,0.6931472,6.7019606,6.3902407,3.2580965,365.0,549.0,1107.0,394.0,1.0,30.0,105.0,4820.0,814.0,4274.0,103.0,699.0,548.0,482.0,597.0,715.0,89.0,2.0,1.0,964.0,27.0,5179.0,31.0,713.0,3.0,103.0,2.0,0.0,573948.0,0.0,0.0,873441.0,0.0,596.0,0.0,4272.0,2.0,128160.0,2.0,29832.0,2.0,133566.0,678.0,0.0,0.0,596.0,0.0,0.0,0.0,2288.0,1.0,0.29276314,0.99999994,1.0,0.09795918,25.0,218.0,1.0,197.0,3458.0,-313.0,2.0,-2.0,88.0,-1.0,-513.0,-1.0,-961.0,-810.0,97.0,0.0,713.0,-1.0,88.0,394.0,25.0,-866.0,-1.0,339.0,-199.0,-1.0,-0.0,-596.0,-30.0,-0.0,-97.0,114.59155,0.0,19423.268,0.0,5557.6904,114.59155,1.0
385,0.0,0.7615942,0.7615942,0.9640276,0.7310586,0.7310586,0.5,1.0,5.6801724,0.0,6.7019606,6.3902407,3.218876,364.0,311.0,1107.0,395.0,1.0,19.0,605.0,2548.0,814.0,2239.0,603.0,1199.0,310.0,687.0,597.0,715.0,294.0,2.0,2.0,964.0,26.0,3145.0,19.0,713.0,3.0,603.0,2.0,0.0,573948.0,0.0,1.0,873441.0,293.0,596.0,1.0,2238.0,2.0,40284.0,0.0,99327.0,1.0,133566.0,678.0,339.0,0.0,0.0,2.0,0.0,0.0,7325.0,1.0,1.0,0.99999994,1.0,0.5163265,24.0,218.0,1.0,623.0,1424.0,-314.0,2.0,-6.0,292.0,-5.0,-513.0,0.0,-962.0,-627.0,280.0,0.0,713.0,1.0,293.0,393.0,25.0,-683.0,-1.0,339.0,-629.0,-1.0,-0.0,-596.0,-18.0,-1.0,-280.0,114.59155,57.295776,19423.268,0.0,16042.817,57.295776,1.0
386,0.0,0.7615942,0.0,0.7615942,0.5,0.5,0.5,1.0,6.272877,0.6931472,6.7019606,6.001415,3.0445225,193.0,310.0,573.0,394.0,1.0,19.0,184.0,1436.0,815.0,1128.0,184.0,587.0,311.0,924.0,405.0,183.0,531.0,4.0,1.0,964.0,22.0,2033.0,19.0,180.0,2.0,183.0,4.0,0.0,389052.0,1.0,0.0,873441.0,0.0,0.0,2.0,1126.0,1.0,20268.0,0.0,91160.0,0.0,67768.0,688.0,0.0,0.0,0.0,0.0,963.0,0.0,11130.0,1.0,1.0,0.99999994,1.0,0.99999994,20.0,410.0,3.0,623.0,312.0,-151.0,1.0,-6.0,529.0,-3.0,-513.0,1.0,-961.0,-627.0,280.0,-1.0,178.0,0.0,529.0,394.0,21.0,-683.0,-1.0,171.0,-629.0,-1.0,-0.0,-404.0,-18.0,-0.0,-280.0,229.1831,0.0,9854.873,0.0,16042.817,114.59155,1.0
387,0.0,0.7615942,0.0,0.9640276,0.5,0.7310586,0.5,1.0,5.6801724,1.3862944,3.8501477,6.001415,3.6888795,102.0,549.0,982.0,270.0,1.0,18.0,605.0,7922.0,47.0,7378.0,604.0,1007.0,548.0,562.0,404.0,717.0,293.0,4.0,2.0,963.0,41.0,8281.0,19.0,713.0,3.0,0.0,4.0,0.0,389052.0,0.0,0.0,873441.0,293.0,404.0,0.0,7374.0,0.0,132732.0,4.0,18166.0,4.0,16678.0,248.0,0.0,0.0,404.0,4.0,0.0,0.0,11720.0,0.62235653,0.20723684,0.0,1.0,0.5163265,40.0,-357.0,3.0,143.0,7327.0,-22.0,2.0,-5.0,293.0,-1.0,-638.0,-1.0,-959.0,-726.0,181.0,1.0,712.0,0.0,292.0,268.0,39.0,-782.0,0.0,61.0,-147.0,-0.0,-0.0,-404.0,-18.0,-1.0,-181.0,229.1831,57.295776,3552.3381,0.0,10370.535,229.1831,1.0
388,0.0,0.7615942,0.7615942,0.7615942,0.7310586,0.7310586,0.5,0.99999964,5.6801724,1.3862944,4.934474,6.3902407,3.295837,366.0,549.0,982.0,269.0,1.0,16.0,64.0,2874.0,139.0,2330.0,63.0,659.0,548.0,562.0,596.0,715.0,293.0,2.0,2.0,963.0,28.0,3233.0,16.0,713.0,2.0,0.0,2.0,0.0,573948.0,0.0,0.0,873441.0,0.0,596.0,4.0,2326.0,0.0,34890.0,2.0,99327.0,4.0,91191.0,678.0,339.0,0.0,596.0,0.0,0.0,0.0,7911.0,0.62235653,1.0,0.11994785,1.0,0.5163265,27.0,-457.0,1.0,627.0,2187.0,-312.0,1.0,-3.0,292.0,-1.0,-638.0,-1.0,-959.0,-810.0,97.0,0.0,713.0,0.0,293.0,269.0,26.0,-866.0,0.0,339.0,-629.0,-0.0,-0.0,-596.0,-15.0,-1.0,-97.0,114.59155,57.295776,19423.268,0.0,5557.6904,229.1831,1.0
389,0.0,0.7615942,0.7615942,0.9640276,0.7310586,0.7310586,0.5,0.9998766,6.272877,0.6931472,6.7019606,6.3902407,3.295837,201.0,311.0,1107.0,395.0,1.0,10.0,605.0,1759.0,815.0,1451.0,603.0,1199.0,311.0,924.0,597.0,716.0,531.0,3.0,1.0,964.0,28.0,2356.0,10.0,713.0,3.0,603.0,3.0,0.0,573948.0,0.0,1.0,873441.0,530.0,596.0,2.0,1449.0,2.0,13041.0,0.0,92220.0,2.0,68556.0,522.0,174.0,1.0,0.0,3.0,0.0,0.0,14310.0,1.0,1.0,0.99999994,1.0,0.99999994,26.0,218.0,2.0,627.0,635.0,-147.0,2.0,-2.0,529.0,0.0,-513.0,1.0,-961.0,-810.0,97.0,-1.0,713.0,0.0,530.0,393.0,27.0,-866.0,-1.0,174.0,-629.0,-1.0,-0.0,-596.0,-9.0,-0.0,-97.0,171.88733,0.0,9969.465,0.0,5557.6904,114.59155,1.0
390,0.0,0.7615942,0.0,0.7615942,0.5,0.7310586,0.5,1.0,6.272877,0.6931472,6.7019606,6.001415,3.4011974,369.0,93.0,1107.0,395.0,1.0,18.0,604.0,1912.0,815.0,1822.0,604.0,1007.0,93.0,924.0,405.0,715.0,531.0,2.0,1.0,964.0,31.0,2727.0,19.0,713.0,2.0,603.0,2.0,0.0,389052.0,1.0,0.0,873441.0,530.0,404.0,0.0,1820.0,1.0,32760.0,0.0,179670.0,2.0,133566.0,678.0,0.0,1.0,0.0,2.0,0.0,0.0,15900.0,1.0,0.20723684,0.99999994,1.0,0.99999994,29.0,410.0,1.0,147.0,1006.0,-309.0,1.0,0.0,530.0,1.0,-513.0,1.0,-961.0,-673.0,234.0,0.0,712.0,0.0,529.0,393.0,30.0,-729.0,-1.0,338.0,-147.0,-1.0,-0.0,-404.0,-18.0,-0.0,-234.0,114.59155,0.0,19423.268,0.0,13407.212,114.59155,1.0
391,0.0,0.7615942,0.0,0.7615942,0.5,0.5,0.5,0.9999938,6.272877,1.3862944,6.7019606,6.3902407,2.944439,191.0,310.0,448.0,269.0,1.0,12.0,49.0,1293.0,815.0,987.0,48.0,644.0,311.0,799.0,597.0,180.0,530.0,1.0,1.0,964.0,20.0,1890.0,13.0,180.0,2.0,0.0,1.0,0.0,573948.0,0.0,0.0,873441.0,0.0,0.0,0.0,983.0,0.0,11796.0,0.0,91160.0,0.0,46268.0,172.0,0.0,0.0,0.0,0.0,963.0,0.0,10070.0,0.62235653,0.29276314,0.99999994,1.0,0.99999994,18.0,218.0,0.0,195.0,169.0,-153.0,1.0,-4.0,530.0,-4.0,-638.0,1.0,-959.0,-726.0,181.0,0.0,179.0,0.0,530.0,269.0,19.0,-782.0,0.0,172.0,-199.0,-0.0,-0.0,-596.0,-12.0,-0.0,-181.0,57.295776,0.0,9854.873,0.0,10370.535,229.1831,1.0
392,0.7615942,0.7615942,0.0,0.7615942,0.5,0.5,0.7310586,1.0,6.272877,1.3862944,4.934474,6.001415,3.6635616,213.0,548.0,382.0,275.0,1.0,36.0,604.0,3797.0,140.0,3253.0,604.0,1007.0,549.0,804.0,404.0,110.0,530.0,3.0,1.0,963.0,40.0,4156.0,38.0,108.0,2.0,0.0,2.0,0.0,389052.0,0.0,0.0,873441.0,530.0,0.0,0.0,3249.0,0.0,116964.0,2.0,92220.0,0.0,47676.0,348.0,0.0,1.0,404.0,2.0,0.0,1.0,20670.0,0.63746226,0.20723684,0.11994785,1.0,0.99999994,39.0,-265.0,0.0,147.0,3110.0,-135.0,0.0,-1.0,530.0,1.0,-633.0,0.0,-959.0,-673.0,233.0,0.0,107.0,-1.0,529.0,273.0,38.0,-729.0,1.0,173.0,-146.0,-0.0,-1.0,-404.0,-36.0,-0.0,-234.0,114.59155,0.0,9969.465,57.295776,13407.212,229.1831,1.0
393,0.7615942,0.7615942,0.7615942,0.7615942,0.7310586,0.7310586,0.7310586,0.9975274,5.6801724,1.3862944,6.7019606,6.3902407,3.4339871,205.0,311.0,987.0,275.0,1.0,7.0,604.0,2267.0,814.0,1961.0,603.0,1199.0,310.0,567.0,597.0,714.0,293.0,2.0,2.0,964.0,32.0,2864.0,7.0,713.0,2.0,0.0,1.0,0.0,573948.0,0.0,1.0,873441.0,293.0,596.0,4.0,1957.0,0.0,11742.0,0.0,50982.0,4.0,47676.0,174.0,174.0,0.0,0.0,1.0,0.0,1.0,9083.0,0.63746226,1.0,0.99999994,1.0,0.5163265,30.0,218.0,0.0,623.0,1143.0,-143.0,0.0,-6.0,292.0,-6.0,-633.0,0.0,-959.0,-627.0,279.0,0.0,713.0,1.0,293.0,273.0,31.0,-683.0,1.0,174.0,-629.0,-0.0,-1.0,-596.0,-6.0,-1.0,-280.0,57.295776,57.295776,9969.465,57.295776,16042.817,229.1831,1.0
394,0.0,0.7615942,0.7615942,0.7615942,0.7310586,0.7310586,0.5,0.9998766,5.6801724,1.0986123,6.7019606,6.3902407,3.4339871,93.0,549.0,1107.0,395.0,1.0,9.0,604.0,2954.0,814.0,2409.0,603.0,1199.0,548.0,687.0,597.0,715.0,294.0,2.0,2.0,964.0,32.0,3313.0,10.0,713.0,2.0,603.0,2.0,0.0,573948.0,0.0,0.0,873441.0,293.0,596.0,0.0,2406.0,1.0,21654.0,2.0,18166.0,3.0,24428.0,124.0,62.0,0.0,596.0,2.0,0.0,0.0,9083.0,1.0,0.20723684,0.99999994,1.0,0.5163265,30.0,218.0,1.0,143.0,1592.0,-31.0,1.0,-4.0,293.0,-3.0,-513.0,-1.0,-960.0,-726.0,181.0,1.0,713.0,0.0,293.0,393.0,30.0,-782.0,-1.0,62.0,-147.0,-1.0,-0.0,-596.0,-9.0,-1.0,-181.0,114.59155,57.295776,3552.3381,0.0,10370.535,171.88733,1.0
395,0.0,0.7615942,0.0,0.7615942,0.5,0.5,0.5,1.0,4.477337,1.0986123,6.7019606,6.001415,3.465736,206.0,548.0,448.0,269.0,1.0,40.0,104.0,12308.0,814.0,11763.0,104.0,507.0,548.0,357.0,405.0,181.0,88.0,2.0,1.0,964.0,33.0,12667.0,40.0,179.0,2.0,0.0,2.0,0.0,389052.0,1.0,0.0,873441.0,0.0,0.0,3.0,11760.0,0.0,458640.0,2.0,15312.0,0.0,46806.0,348.0,0.0,0.0,404.0,0.0,0.0,0.0,2816.0,0.62235653,1.0,0.99999994,1.0,0.09795918,31.0,410.0,1.0,626.0,10946.0,-142.0,1.0,-3.0,87.0,-2.0,-638.0,-1.0,-960.0,-857.0,50.0,-1.0,178.0,-1.0,87.0,269.0,31.0,-913.0,0.0,173.0,-629.0,-0.0,-0.0,-404.0,-39.0,-0.0,-50.0,114.59155,0.0,9969.465,0.0,2864.7888,171.88733,1.0
396,0.7615942,0.7615942,0.0,0.7615942,0.5,0.5,0.7310586,0.9999938,6.272877,1.3862944,6.7019606,6.3902407,4.0073333,117.0,310.0,382.0,275.0,1.0,12.0,604.0,2888.0,815.0,2582.0,603.0,1199.0,311.0,804.0,597.0,111.0,530.0,4.0,1.0,964.0,56.0,3485.0,13.0,108.0,2.0,0.0,3.0,0.0,573948.0,0.0,0.0,873441.0,530.0,0.0,0.0,2578.0,0.0,30936.0,0.0,32860.0,0.0,16988.0,186.0,0.0,1.0,0.0,3.0,0.0,1.0,29150.0,0.63746226,0.20723684,0.99999994,1.0,0.99999994,54.0,218.0,2.0,143.0,1764.0,-7.0,0.0,-4.0,530.0,-2.0,-633.0,1.0,-959.0,-726.0,180.0,0.0,108.0,0.0,530.0,273.0,55.0,-782.0,1.0,62.0,-147.0,-0.0,-1.0,-596.0,-12.0,-0.0,-181.0,171.88733,0.0,3552.3381,57.295776,10370.535,229.1831,1.0
397,0.7615942,0.7615942,0.0,0.9640276,0.5,0.7310586,0.7310586,1.0,5.6801724,0.6931472,6.7019606,6.001415,3.8286414,385.0,93.0,987.0,275.0,1.0,37.0,605.0,2440.0,814.0,2350.0,604.0,1007.0,92.0,567.0,405.0,716.0,293.0,4.0,2.0,964.0,47.0,3255.0,37.0,713.0,3.0,0.0,3.0,0.0,389052.0,1.0,1.0,873441.0,293.0,404.0,2.0,2348.0,0.0,84528.0,0.0,99327.0,2.0,92886.0,1017.0,0.0,0.0,0.0,3.0,0.0,1.0,13478.0,0.63746226,1.0,0.99999994,1.0,0.5163265,45.0,410.0,2.0,625.0,1534.0,-293.0,1.0,-4.0,292.0,-2.0,-633.0,0.0,-961.0,-726.0,180.0,0.0,712.0,1.0,292.0,273.0,46.0,-782.0,1.0,338.0,-629.0,-0.0,-1.0,-404.0,-36.0,-1.0,-181.0,171.88733,57.295776,19423.268,57.295776,10370.535,114.59155,1.0
398,0.0,0.7615942,0.0,0.9640276,0.5,0.5,0.5,0.9999938,6.272877,0.0,6.7019606,6.3902407,3.8286414,299.0,50.0,448.0,270.0,2.0,13.0,605.0,1273.0,815.0,1224.0,603.0,1199.0,51.0,799.0,597.0,180.0,530.0,1.0,1.0,964.0,47.0,2130.0,13.0,180.0,3.0,0.0,1.0,596.0,573948.0,0.0,1.0,873441.0,530.0,0.0,1.0,1223.0,0.0,14676.0,0.0,134090.0,0.0,68057.0,253.0,0.0,1.0,0.0,1.0,963.0,0.0,24380.0,0.62235653,1.0,0.99999994,1.0,0.99999994,45.0,218.0,0.0,629.0,409.0,-207.0,2.0,0.0,529.0,0.0,-638.0,1.0,-962.0,-673.0,234.0,-1.0,179.0,0.0,530.0,268.0,46.0,-729.0,0.0,253.0,-629.0,-0.0,-0.0,-596.0,-12.0,-0.0,-234.0,57.295776,0.0,14495.831,0.0,13407.212,57.295776,0.0
399,0.0,0.7615942,0.0,0.9640276,0.5,0.7310586,0.5,1.0,5.6801724,0.0,6.7019606,6.3902407,3.7612002,382.0,311.0,1107.0,394.0,1.0,24.0,50.0,1826.0,814.0,1517.0,48.0,644.0,310.0,687.0,597.0,717.0,294.0,4.0,2.0,964.0,44.0,2423.0,25.0,714.0,3.0,48.0,4.0,0.0,573948.0,0.0,0.0,873441.0,0.0,596.0,0.0,1516.0,2.0,36384.0,0.0,99327.0,1.0,133566.0,1356.0,0.0,0.0,0.0,0.0,963.0,0.0,12599.0,1.0,0.29276314,0.99999994,1.0,0.5163265,42.0,218.0,3.0,193.0,702.0,-296.0,2.0,-6.0,293.0,-3.0,-513.0,0.0,-962.0,-627.0,280.0,1.0,713.0,1.0,293.0,394.0,43.0,-683.0,-1.0,339.0,-199.0,-1.0,-0.0,-596.0,-24.0,-1.0,-280.0,229.1831,57.295776,19423.268,0.0,16042.817,57.295776,1.0
400,0.0,0.7615942,0.0,0.7615942,0.5,0.7310586,0.5,1.0,6.272877,1.3862944,6.7019606,6.001415,3.6635616,211.0,93.0,1107.0,395.0,1.0,19.0,604.0,1565.0,815.0,1477.0,604.0,1007.0,93.0,924.0,405.0,716.0,531.0,3.0,1.0,964.0,40.0,2380.0,19.0,714.0,2.0,603.0,3.0,0.0,389052.0,1.0,1.0,873441.0,530.0,404.0,4.0,1473.0,1.0,26514.0,0.0,91160.0,4.0,67768.0,516.0,0.0,1.0,0.0,3.0,963.0,0.0,20670.0,1.0,1.0,0.99999994,1.0,0.99999994,38.0,410.0,2.0,623.0,659.0,-133.0,1.0,-6.0,529.0,-4.0,-513.0,1.0,-959.0,-627.0,280.0,-1.0,712.0,0.0,529.0,393.0,39.0,-683.0,-1.0,171.0,-629.0,-1.0,-0.0,-404.0,-18.0,-0.0,-280.0,171.88733,0.0,9854.873,0.0,16042.817,229.1831,1.0
401,0.0,0.7615942,0.0,0.9640276,0.5,0.7310586,0.5,1.0,5.6801724,1.3862944,4.934474,6.3902407,3.3322046,367.0,93.0,982.0,269.0,1.0,19.0,185.0,1979.0,139.0,1891.0,183.0,779.0,92.0,562.0,596.0,717.0,293.0,4.0,2.0,963.0,29.0,2794.0,19.0,714.0,3.0,0.0,4.0,0.0,573948.0,0.0,0.0,873441.0,0.0,596.0,4.0,1887.0,0.0,33966.0,0.0,99327.0,4.0,91191.0,1356.0,0.0,0.0,0.0,0.0,963.0,0.0,8204.0,0.62235653,1.0,0.11994785,1.0,0.5163265,28.0,-457.0,3.0,627.0,1748.0,-311.0,2.0,-3.0,292.0,1.0,-638.0,0.0,-959.0,-810.0,97.0,0.0,713.0,1.0,293.0,269.0,28.0,-866.0,0.0,339.0,-629.0,-0.0,-0.0,-596.0,-18.0,-1.0,-97.0,229.1831,57.295776,19423.268,0.0,5557.6904,229.1831,1.0
402,0.0,0.7615942,0.7615942,0.9640276,0.7310586,0.7310586,0.5,1.0,4.477337,0.6931472,4.934474,6.001415,3.295837,199.0,549.0,1107.0,395.0,1.0,25.0,605.0,9196.0,139.0,8650.0,604.0,1007.0,548.0,482.0,404.0,715.0,89.0,2.0,1.0,963.0,28.0,9555.0,25.0,713.0,3.0,603.0,2.0,0.0,389052.0,0.0,1.0,873441.0,88.0,404.0,2.0,8648.0,2.0,207552.0,2.0,15136.0,2.0,67768.0,344.0,172.0,0.0,404.0,2.0,0.0,0.0,2376.0,1.0,1.0,0.11994785,1.0,0.09795918,27.0,-265.0,1.0,627.0,8509.0,-145.0,2.0,-3.0,87.0,-1.0,-513.0,-1.0,-961.0,-810.0,97.0,-1.0,712.0,-1.0,87.0,393.0,26.0,-866.0,-1.0,171.0,-629.0,-1.0,-0.0,-404.0,-24.0,-0.0,-97.0,114.59155,0.0,9854.873,0.0,5557.6904,114.59155,0.0
403,0.0,0.7615942,0.7615942,0.9640276,0.7310586,0.7310586,0.5,0.99999917,4.477337,0.6931472,6.7019606,6.3902407,3.295837,366.0,549.0,1107.0,395.0,1.0,14.0,605.0,1350.0,814.0,804.0,603.0,1199.0,548.0,482.0,597.0,717.0,89.0,4.0,1.0,964.0,28.0,1709.0,15.0,713.0,3.0,603.0,4.0,0.0,573948.0,0.0,0.0,873441.0,88.0,596.0,0.0,802.0,2.0,11228.0,4.0,29832.0,2.0,133566.0,1356.0,339.0,0.0,596.0,4.0,0.0,0.0,2376.0,1.0,0.29276314,0.99999994,1.0,0.09795918,26.0,218.0,3.0,199.0,-12.0,-312.0,2.0,0.0,88.0,3.0,-513.0,-1.0,-961.0,-673.0,234.0,0.0,713.0,-1.0,88.0,393.0,26.0,-729.0,-1.0,339.0,-199.0,-1.0,-0.0,-596.0,-14.0,-0.0,-234.0,229.1831,0.0,19423.268,0.0,13407.212,114.59155,1.0
