,fixed acidity_square,alcohol_square,volatile acidity_square,chlorides_exp,density_sin,volatile acidity_sin,fixed acidity_sin,density_sigmoid,chlorides_sigmoid,alcohol_sigmoid,alcohol_cos,chlorides_cos,density_cos,free sulfur dioxide_rbfFeature,sulphates_rbfFeature,pH_rbfFeature,residual sugar_tanh,volatile acidity_tanh,free sulfur dioxide_tanh,pH_zscore,alcohol_zscore,residual sugar_zscore,citric acid_zscore,alcohol_degree,residual sugar_degree,citric acid_degree,sulphates_degree,quality
2562,47.61,123.21,0.1024,1.0304545,0.8366071,0.31456655,0.5784398,0.7292972,0.50749946,0.99998486,0.10423603,0.99955004,0.54780334,0.32325172,-0.337018,0.3901046,0.9800964,0.30950692,1.0,-0.8495313,0.4760141,-0.80674016,-0.6131152,635.98315,131.78029,14.896903,24.064228,6
2563,32.49,88.36,0.065025,1.0822043,0.8377065,0.2522454,-0.5506855,0.7296939,0.51973975,0.99991727,-0.99969304,0.9968811,0.5461207,0.1208092,0.38308558,-0.12370971,0.8336546,0.24961294,1.0,0.077712,-0.9055438,-1.0236368,2.6098268,538.5803,68.75494,37.242256,24.064228,5
2564,43.56,112.36,0.1681,1.037693,0.8369411,0.39860934,0.31154135,0.7294177,0.509249,0.9999751,-0.3853382,0.99931556,0.54729295,0.1793164,-0.29521376,0.3775119,0.88535166,0.38847268,1.0,-1.5780796,0.06967355,-0.984201,-1.4395106,607.33527,80.21409,9.167325,25.7831,6
2565,53.29,79.21,0.1369,1.0491706,0.8409411,0.36161542,0.8504366,0.73086584,0.5119977,0.9998636,-0.8654352,0.9988482,0.54112667,-0.20634049,-0.09253167,0.053572666,1.0,0.35399172,1.0,-0.38590965,-1.3118844,1.6777123,-1.4395106,509.93243,853.7071,9.167325,25.7831,5
2566,47.61,151.29,0.0441,1.021222,0.8359821,0.2084599,0.5784398,0.7290721,0.5052498,0.99999547,0.96473265,0.9997795,0.5487567,-0.42621955,-0.41103992,-0.23118705,0.946806,0.2069665,1.0,-0.2534463,1.4512315,-0.9053295,-0.7783943,704.7381,103.1324,13.750987,26.356058,7
2567,43.56,129.96,0.0576,1.0283957,0.8370232,0.23770262,0.31154135,0.72944725,0.50699955,0.9999888,0.39349088,0.99960804,0.54716736,-0.176472,0.15574998,0.33821827,0.946806,0.23549575,1.0,1.0049553,0.7198185,-0.9053295,-0.44783613,653.1719,103.1324,16.042818,26.356058,5
2568,46.24,92.16,0.0784,1.0439379,0.83906376,0.27635565,0.49411336,0.73018473,0.5107483,0.9999323,-0.98468786,0.99907565,0.5440331,-0.42639014,0.40491983,-0.23957114,0.99999833,0.27290508,1.0,-0.18721466,-0.74300754,0.120000064,0.2132802,550.0395,401.07047,20.62648,28.074932,6
2569,43.56,106.09,0.0576,1.0345846,0.8392052,0.23770262,0.31154135,0.73023593,0.5084992,0.9999664,-0.6408264,0.9994221,0.5438149,-0.0022679607,-0.05478827,0.41702238,0.99999994,0.23549575,1.0,0.9387236,-0.17413078,0.4354861,-0.7783943,590.14655,492.7437,13.750987,33.80451,6
2570,43.56,129.96,0.0576,1.0283957,0.8370232,0.23770262,0.31154135,0.72944725,0.50699955,0.9999888,0.39349088,0.99960804,0.54716736,-0.176472,0.15574998,0.33821827,0.946806,0.23549575,1.0,1.0049553,0.7198185,-0.9053295,-0.44783613,653.1719,103.1324,16.042818,26.356058,5
2571,49.0,146.41,0.0256,1.0325176,0.8358723,0.15931821,0.6569866,0.72903264,0.5079993,0.99999446,0.8932061,0.99948806,0.5489239,-0.19711743,0.3472857,-0.3821647,0.800499,0.1586485,1.0,0.276407,1.2886952,-1.0433546,-0.11727796,693.27893,63.025356,18.33465,20.62648,6
2572,49.0,98.01,0.0196,1.026341,0.8379522,0.13954312,0.6569866,0.72978264,0.50649965,0.9999498,-0.88919115,0.99966204,0.54574364,0.12570807,0.2320046,-0.42620897,0.8617232,0.13909245,1.0,1.7997353,-0.49920323,-1.0039189,-0.44783613,567.2282,74.48451,16.042818,25.7831,5
2573,39.69,94.09,0.1156,1.0356197,0.8385411,0.3334871,0.0168139,0.72999555,0.5087491,0.9999387,-0.96236485,0.99938756,0.54483837,-0.08149011,-0.40799358,0.37064576,0.9998891,0.3274774,1.0,-0.2534463,-0.66173947,-0.29407534,0.2132802,555.76904,280.74933,20.62648,28.074932,5
2574,46.24,110.25,0.0676,1.0439379,0.8375208,0.25708055,0.49411336,0.72962683,0.5107483,0.99997246,-0.47553694,0.99907565,0.5464055,-0.16561379,-0.39988682,-0.015116283,0.95623744,0.25429553,1.0,-0.05475133,-0.01159456,-0.88561165,-0.7783943,601.6057,108.861984,13.750987,29.793806,5
2575,44.89,79.21,0.0289,1.0387312,0.83945525,0.16918235,0.40484992,0.73032653,0.50949883,0.9998636,-0.8654352,0.99927807,0.54342884,0.4252892,0.4259614,0.29221955,1.0,0.16838105,1.0,-0.9819946,-1.3118844,0.7904079,0.7091175,509.93243,595.8761,24.064228,25.210142,6
2576,42.25,88.36,0.0729,1.0397705,0.8392052,0.26673144,0.21511999,0.73023593,0.50974876,0.99991727,-0.99969304,0.9992396,0.5438149,-0.4063204,-0.34492227,0.33028635,1.0,0.26362485,1.0,-0.05475133,-0.9055438,0.71153635,0.5438384,538.5803,572.9578,22.918312,28.64789,5
2577,44.89,92.16,0.0625,1.037693,0.83904743,0.24740396,0.40484992,0.73017883,0.509249,0.9999323,-0.98468786,0.99931556,0.54405826,-0.028094476,-0.3833924,0.19234556,0.99999994,0.24491866,1.0,-0.05475133,-0.74300754,0.4354861,0.2132802,550.0395,492.7437,20.62648,28.64789,5
2578,33.64,158.76,0.09,1.0140984,0.8355538,0.29552022,-0.46460217,0.728918,0.5034999,0.9999966,0.9994346,0.999902,0.5494086,-0.3255598,0.29545134,-0.41943172,0.93540907,0.2913126,1.0,1.4023453,1.6950358,-0.9250474,-0.5304757,721.9268,97.402824,15.46986,32.085636,7
2579,40.96,84.64,0.0784,1.1688262,0.8379631,0.27635565,0.1165492,0.7297866,0.5389211,0.99989897,-0.9748436,0.9878567,0.5457269,-0.42594928,0.31680828,0.4219989,0.93540907,0.27290508,1.0,-0.5846046,-1.0680801,-0.9250474,1.866071,527.12115,97.402824,32.085636,21.199438,6
2580,59.29,108.16,0.09,1.0544297,0.8413413,0.29552022,0.98816824,0.7310114,0.5132469,0.99996954,-0.56098425,0.99859583,0.5405042,-0.39820883,0.34944922,-0.33433682,1.0,0.2913126,1.0,0.077712,-0.09286267,2.4762864,-0.6131152,595.8761,1085.755,14.896903,28.64789,5
2581,46.24,81.0,0.0324,1.0639623,0.84043205,0.17902957,0.49411336,0.73068094,0.51549506,0.9998766,-0.91113025,0.99807864,0.5419169,0.36691126,-0.39827332,0.33778784,1.0,0.17808087,1.0,-1.2469213,-1.2306162,1.263637,-0.28255704,515.662,733.386,17.188734,29.793806,7
2582,46.24,81.0,0.0324,1.0639623,0.84043205,0.17902957,0.49411336,0.73068094,0.51549506,0.9998766,-0.91113025,0.99807864,0.5419169,0.36691126,-0.39827332,0.33778784,1.0,0.17808087,1.0,-1.2469213,-1.2306162,1.263637,-0.28255704,515.662,733.386,17.188734,29.793806,7
2583,46.24,81.0,0.0324,1.0639623,0.84043205,0.17902957,0.49411336,0.73068094,0.51549506,0.9998766,-0.91113025,0.99807864,0.5419169,0.36691126,-0.39827332,0.33778784,1.0,0.17808087,1.0,-1.2469213,-1.2306162,1.263637,-0.28255704,515.662,733.386,17.188734,29.793806,7
2584,46.24,81.0,0.0324,1.0639623,0.84043205,0.17902957,0.49411336,0.73068094,0.51549506,0.9998766,-0.91113025,0.99807864,0.5419169,0.36691126,-0.39827332,0.33778784,1.0,0.17808087,1.0,-1.2469213,-1.2306162,1.263637,-0.28255704,515.662,733.386,17.188734,29.793806,7
2585,46.24,81.0,0.0324,1.0639623,0.84043205,0.17902957,0.49411336,0.73068094,0.51549506,0.9998766,-0.91113025,0.99807864,0.5419169,0.36691126,-0.39827332,0.33778784,1.0,0.17808087,1.0,-1.2469213,-1.2306162,1.263637,-0.28255704,515.662,733.386,17.188734,29.793806,7
2586,46.24,81.0,0.0324,1.0639623,0.84043205,0.17902957,0.49411336,0.73068094,0.51549506,0.9998766,-0.91113025,0.99807864,0.5419169,0.36691126,-0.39827332,0.33778784,1.0,0.17808087,1.0,-1.2469213,-1.2306162,1.263637,-0.28255704,515.662,733.386,17.188734,29.793806,7
2587,26.01,84.64,0.0196,1.0397705,0.837067,0.13954312,-0.9258147,0.72946304,0.50974876,0.99989897,-0.9748436,0.9992396,0.5471004,0.40333074,-0.09892792,-0.34063295,0.6043678,0.13909245,1.0,0.21017532,-1.0680801,-1.1222261,-0.69575477,527.12115,40.107044,14.323945,24.637186,6
2588,46.24,81.0,0.0324,1.0639623,0.84043205,0.17902957,0.49411336,0.73068094,0.51549506,0.9998766,-0.91113025,0.99807864,0.5419169,0.36691126,-0.39827332,0.33778784,1.0,0.17808087,1.0,-1.2469213,-1.2306162,1.263637,-0.28255704,515.662,733.386,17.188734,29.793806,7
2589,51.84,94.09,0.378225,1.0703653,0.8387535,0.57695854,0.79366785,0.73007244,0.51699346,0.9999387,-0.96236485,0.9976889,0.54451126,-0.35533127,0.13567619,0.4135602,0.88535166,0.54763716,1.0,0.077712,-0.66173947,-0.984201,-1.9353478,555.76904,80.21409,5.729578,27.501974,4
2590,47.61,102.01,0.0169,1.0512711,0.83960193,0.12963414,0.5784398,0.7303797,0.5124974,0.99995893,-0.7805682,0.99875027,0.54320216,0.20124727,0.38598463,-0.3205818,1.0,0.12927258,1.0,1.0049553,-0.336667,1.3622262,-0.44783613,578.6874,762.0339,16.042818,24.064228,6
2591,44.89,121.0,0.1156,1.0607753,0.8393846,0.3334871,0.40484992,0.73030096,0.5147457,0.9999833,0.004425698,0.99826,0.543538,-0.109808005,0.16786595,-0.3747187,0.99999994,0.3274774,1.0,1.7997353,0.394746,0.4157682,-0.28255704,630.2536,487.01413,17.188734,36.6693,7
2592,53.29,116.64,0.1024,1.0387312,0.8376464,0.31456655,0.8504366,0.7296722,0.50949883,0.9999796,-0.1943299,0.99927807,0.54621285,0.38981342,-0.24932924,0.31514978,0.90514827,0.30950692,1.0,0.077712,0.23220977,-0.96448314,-0.3651966,618.79443,85.94367,16.615776,31.512678,5
2593,39.69,116.64,0.0441,1.0491706,0.83866096,0.2084599,0.0168139,0.7300389,0.5119977,0.9999796,-0.1943299,0.9988482,0.54465383,0.26364553,-0.22494857,-0.42639738,1.0,0.2069665,1.0,0.21017532,0.23220977,1.0467403,-0.3651966,618.79443,670.3606,16.615776,21.772396,5
2594,29.16,182.25,0.25,1.0283957,0.83645916,0.47942555,-0.7727645,0.72924393,0.50699955,0.9999986,0.59492064,0.99960804,0.54802924,0.31963396,0.3030536,0.12750366,0.9999092,0.46211717,1.0,1.9321986,2.4264488,-0.27435747,-1.6874292,773.49304,286.4789,7.4484515,50.420284,7
2595,67.24,112.36,0.2704,1.0428945,0.83802855,0.49688014,0.9407306,0.72981024,0.51049846,0.9999751,-0.3853382,0.99911815,0.54562634,0.35706538,-0.28640053,0.42170167,0.8336546,0.47770002,1.0,0.34263864,0.06967355,-1.0236368,0.04800112,607.33527,68.75494,19.480564,22.345354,5
2596,60.84,96.04,0.0784,1.0470744,0.8383994,0.27635565,0.9985433,0.7299443,0.511498,0.99994457,-0.9304263,0.9989422,0.54505634,0.35111985,-0.42488948,0.27336183,0.97045195,0.27290508,1.0,0.276407,-0.58047134,-0.8461759,-0.1999175,561.49866,120.32114,17.761692,36.6693,5
2597,40.96,136.89,0.0484,1.0232666,0.83579546,0.21822962,0.1165492,0.729005,0.50574976,0.9999917,0.64759636,0.99973553,0.5490409,-0.33846605,0.30409724,-0.014403459,0.88535166,0.21651806,1.0,-0.05475133,0.9636228,-0.984201,0.04800112,670.3606,80.21409,19.480564,40.107044,6
2598,60.84,96.04,0.0784,1.0470744,0.8383994,0.27635565,0.9985433,0.7299443,0.511498,0.99994457,-0.9304263,0.9989422,0.54505634,0.35111985,-0.42488948,0.27336183,0.97045195,0.27290508,1.0,0.276407,-0.58047134,-0.8461759,-0.1999175,561.49866,120.32114,17.761692,36.6693,5
2599,47.61,81.0,0.1024,1.0345846,0.84113586,0.31456655,0.5784398,0.73093665,0.5084992,0.9998766,-0.91113025,0.9994221,0.54082394,-0.3329338,0.41876093,-0.07256121,1.0,0.30950692,1.0,1.0049553,-1.2306162,1.894609,-0.5304757,515.662,916.7325,15.46986,34.37747,6
2600,46.24,127.69,0.0121,1.0428945,0.83634955,0.1097783,0.49411336,0.7292044,0.51049846,0.9999876,0.29974535,0.99911815,0.5481965,0.35506725,-0.12744881,0.22879411,0.800499,0.10955847,1.0,-0.05475133,0.63855034,-1.0433546,0.7091175,647.4423,63.025356,24.064228,42.398876,7
2601,38.44,88.36,0.0676,1.0314856,0.8405783,0.25708055,-0.083089404,0.73073405,0.5077494,0.99991727,-0.99969304,0.9995195,0.54169,-0.41482848,-0.048814405,0.00043802173,1.0,0.25429553,1.0,0.8062603,-0.9055438,1.7565838,-0.11727796,538.5803,876.6254,18.33465,34.950424,5
2602,40.96,136.89,0.0484,1.0232666,0.83579546,0.21822962,0.1165492,0.729005,0.50574976,0.9999917,0.64759636,0.99973553,0.5490409,-0.33846605,0.30409724,-0.014403459,0.88535166,0.21651806,1.0,-0.05475133,0.9636228,-0.984201,0.04800112,670.3606,80.21409,19.480564,40.107044,6
2603,44.89,127.69,0.09,1.0253152,0.8368973,0.29552022,0.40484992,0.7294019,0.50624967,0.9999876,0.29974535,0.9996875,0.5473599,-0.28161222,-0.3681284,0.38412654,0.9926315,0.2913126,1.0,0.8062603,0.63855034,-0.70815074,-0.3651966,647.4423,160.42818,16.615776,36.09634,7
2604,44.89,127.69,0.09,1.0253152,0.8368973,0.29552022,0.40484992,0.7294019,0.50624967,0.9999876,0.29974535,0.9996875,0.5473599,-0.28161222,-0.3681284,0.38412654,0.9926315,0.2913126,1.0,0.8062603,0.63855034,-0.70815074,-0.3651966,647.4423,160.42818,16.615776,36.09634,7
2605,50.41,144.0,0.04,1.0191816,0.83564717,0.19866933,0.72896904,0.72895163,0.50474983,0.99999386,0.84385395,0.9998195,0.5492666,0.048653416,0.18174064,0.025000598,0.71629786,0.19737533,0.9993293,0.077712,1.2074271,-1.0827904,-0.28255704,687.5494,51.5662,17.188734,20.62648,6
2606,51.84,112.36,0.04,1.0283957,0.83810496,0.19866933,0.79366785,0.72983783,0.50699955,0.9999751,-0.3853382,0.99960804,0.545509,0.1571257,0.40036532,-0.3582523,0.9866143,0.19737533,1.0,1.9321986,0.06967355,-0.76730436,0.2132802,607.33527,143.23946,20.62648,28.074932,6
2607,79.21,116.64,0.0676,1.0242903,0.8390746,0.25708055,0.50102085,0.73018867,0.5059997,0.9999796,-0.1943299,0.999712,0.5440163,0.090241514,-0.30318424,0.19760399,0.9999998,0.25429553,1.0,-0.38590965,0.23220977,0.33689672,-0.03463842,618.79443,464.09583,18.907608,26.356058,6
2608,56.25,116.64,0.0625,1.0242903,0.83910185,0.24740396,0.93799996,0.7301985,0.5059997,0.9999796,-0.1943299,0.999712,0.54397434,0.009477572,0.2354925,-0.040262938,0.9999998,0.24491866,1.0,-0.4521413,0.23220977,0.3566146,-0.11727796,618.79443,469.82538,18.33465,26.356058,6
2609,50.41,144.0,0.04,1.0191816,0.83564717,0.19866933,0.72896904,0.72895163,0.50474983,0.99999386,0.84385395,0.9998195,0.5492666,0.048653416,0.18174064,0.025000598,0.71629786,0.19737533,0.9993293,0.077712,1.2074271,-1.0827904,-0.28255704,687.5494,51.5662,17.188734,20.62648,6
2610,39.69,88.36,0.0729,1.0544297,0.83979744,0.26673144,0.0168139,0.73045063,0.5132469,0.99991727,-0.99969304,0.99859583,0.54289985,0.4149874,0.4263608,0.42563084,1.0,0.26362485,1.0,-0.05475133,-0.9055438,0.928433,1.0396756,538.5803,635.98315,26.356058,38.388172,5
2611,42.25,88.36,0.09,1.0387312,0.83924866,0.29552022,0.21511999,0.7302517,0.50949883,0.99991727,-0.99969304,0.99927807,0.5437478,-0.40614504,-0.05937227,-0.3345639,0.99999964,0.2913126,1.0,0.011480335,-0.9055438,0.27774307,0.46119884,538.5803,446.90707,22.345354,28.64789,5
2612,44.89,127.69,0.09,1.0253152,0.8368973,0.29552022,0.40484992,0.7294019,0.50624967,0.9999876,0.29974535,0.9996875,0.5473599,-0.28161222,-0.3681284,0.38412654,0.9926315,0.2913126,1.0,0.8062603,0.63855034,-0.70815074,-0.3651966,647.4423,160.42818,16.615776,36.09634,7
2613,43.56,88.36,0.1296,1.0512711,0.83945525,0.35227424,0.31154135,0.73032653,0.5124974,0.99991727,-0.99969304,0.99875027,0.54342884,-0.39763156,-0.19926184,-0.3865826,1.0,0.34521404,1.0,-0.7832996,-0.9055438,0.7312542,1.5355128,538.5803,578.6874,29.793806,22.918312,5
2614,37.8225,144.0,0.0441,1.021222,0.83644277,0.2084599,-0.1327919,0.72923803,0.5052498,0.99999386,0.84385395,0.9997795,0.54805434,-0.29575744,-0.40394223,-0.40667173,0.9966824,0.2069665,1.0,1.3361136,1.2074271,-0.62927926,0.29591975,687.5494,183.3465,21.199438,26.929016,5
2615,42.25,106.09,0.0324,1.0397705,0.83972687,0.17902957,0.21511999,0.730425,0.50974876,0.9999664,-0.6408264,0.9992396,0.54300904,-0.387988,-0.13090514,0.1774463,1.0,0.17808087,1.0,0.6075653,-0.17413078,1.5396872,0.6264779,590.14655,813.6001,23.49127,41.25296,7
2616,42.25,106.09,0.0324,1.0397705,0.83972687,0.17902957,0.21511999,0.730425,0.50974876,0.9999664,-0.6408264,0.9992396,0.54300904,-0.387988,-0.13090514,0.1774463,1.0,0.17808087,1.0,0.6075653,-0.17413078,1.5396872,0.6264779,590.14655,813.6001,23.49127,41.25296,7
2617,42.25,106.09,0.0324,1.0397705,0.83972687,0.17902957,0.21511999,0.730425,0.50974876,0.9999664,-0.6408264,0.9992396,0.54300904,-0.387988,-0.13090514,0.1774463,1.0,0.17808087,1.0,0.6075653,-0.17413078,1.5396872,0.6264779,590.14655,813.6001,23.49127,41.25296,7
2618,43.56,127.69,0.0676,1.026341,0.836514,0.25708055,0.31154135,0.72926366,0.50649965,0.9999876,0.29974535,0.99966204,0.54794556,-0.40101486,-0.4200567,0.3423094,0.9939632,0.25429553,1.0,0.21017532,0.63855034,-0.6884329,-1.026313,647.4423,166.15776,12.032114,21.772396,7
2619,43.56,88.36,0.1225,1.0650269,0.83896035,0.3428978,0.31154135,0.7301473,0.5157448,0.99991727,-0.99969304,0.9980162,0.5441925,0.42561528,0.31710747,0.37709448,0.9999877,0.33637553,1.0,-0.5846046,-0.9055438,-0.0771787,0.13064066,538.5803,343.7747,20.053522,26.929016,6
2620,42.25,75.69,0.0784,1.0418521,0.841579,0.27635565,0.21511999,0.7310979,0.51024854,0.99983346,-0.7486466,0.99915963,0.540134,-0.27623448,0.26857692,-0.39744595,1.0,0.27290508,1.0,-0.31967798,-1.4744205,2.7621956,-0.44783613,498.47327,1168.8339,16.042818,21.772396,5
2621,43.56,88.36,0.1296,1.0512711,0.83945525,0.35227424,0.31154135,0.73032653,0.5124974,0.99991727,-0.99969304,0.99875027,0.54342884,-0.39763156,-0.19926184,-0.3865826,1.0,0.34521404,1.0,-0.7832996,-0.9055438,0.7312542,1.5355128,538.5803,578.6874,29.793806,22.918312,5
2622,43.56,127.69,0.0676,1.026341,0.836514,0.25708055,0.31154135,0.72926366,0.50649965,0.9999876,0.29974535,0.99966204,0.54794556,-0.40101486,-0.4200567,0.3423094,0.9939632,0.25429553,1.0,0.21017532,0.63855034,-0.6884329,-1.026313,647.4423,166.15776,12.032114,21.772396,7
2623,42.25,106.09,0.0324,1.0397705,0.83972687,0.17902957,0.21511999,0.730425,0.50974876,0.9999664,-0.6408264,0.9992396,0.54300904,-0.387988,-0.13090514,0.1774463,1.0,0.17808087,1.0,0.6075653,-0.17413078,1.5396872,0.6264779,590.14655,813.6001,23.49127,41.25296,7
2624,37.8225,144.0,0.0441,1.021222,0.83644277,0.2084599,-0.1327919,0.72923803,0.5052498,0.99999386,0.84385395,0.9997795,0.54805434,-0.29575744,-0.40394223,-0.40667173,0.9966824,0.2069665,1.0,1.3361136,1.2074271,-0.62927926,0.29591975,687.5494,183.3465,21.199438,26.929016,5
2625,20.25,64.0,0.0361,1.0335505,0.837843,0.1888589,-0.9775301,0.7297432,0.5082492,0.99966466,-0.14550003,0.9994556,0.54591125,-0.4174268,0.0022603837,-0.31553656,0.73978305,0.18774621,1.0,1.0049553,-2.0432973,-1.0729315,-1.026313,458.36624,54.430992,12.032114,24.064228,5
2626,64.0,108.16,0.0576,1.0335505,0.8377557,0.23770262,0.98935825,0.72971165,0.5082492,0.99996954,-0.56098425,0.9994556,0.5460453,-0.4118608,0.309943,-0.42625862,0.93540907,0.23549575,1.0,1.667272,-0.09286267,-0.9250474,-0.6131152,595.8761,97.402824,14.896903,29.220848,7
2627,60.84,114.49,0.0289,1.0294245,0.8375153,0.16918235,0.9985433,0.72962487,0.5072495,0.99997747,-0.29128927,0.99957955,0.54641384,-0.23361579,-0.18618675,0.056019075,0.93540907,0.16838105,1.0,1.2036502,0.15094167,-0.9250474,-0.8610338,613.0648,97.402824,13.178029,23.49127,7
2628,49.0,104.04,0.0576,1.0304545,0.8394987,0.23770262,0.6569866,0.7303423,0.50749946,0.9999628,-0.71426564,0.99955004,0.54336166,0.1829468,-0.12801181,0.35875297,0.99999994,0.23549575,1.0,1.8659669,-0.2553989,0.5143576,-0.7783943,584.41693,515.662,13.750987,26.356058,6
2629,33.64,118.81,0.36,1.0449823,0.83713263,0.5646425,-0.46460217,0.7294867,0.51099825,0.9999815,-0.095428854,0.99903214,0.547,-0.17473008,0.16049102,0.35012546,0.8617232,0.5370496,1.0,2.4620519,0.31347787,-1.0039189,-2.7617433,624.524,74.48451,0.0,24.637186,5
2630,34.81,110.25,0.198025,1.0273678,0.8368371,0.4304579,-0.37387666,0.72938013,0.5067496,0.99997246,-0.47553694,0.9996355,0.5474519,0.37818965,0.29474926,0.4095355,0.88535166,0.41778034,1.0,0.7400286,-0.01159456,-0.984201,-0.6131152,601.6057,80.21409,14.896903,20.62648,6
2631,44.89,136.89,0.0784,1.0120723,0.83637697,0.27635565,0.40484992,0.7292143,0.50299996,0.9999917,0.64759636,0.999928,0.5481547,0.41833538,-0.15746708,0.35083082,0.9836749,0.27290508,1.0,0.47510198,0.9636228,-0.78702223,-0.44783613,670.3606,137.50987,16.042818,22.345354,7
2632,46.24,73.96,0.1936,1.067159,0.8408437,0.42593947,0.49411336,0.73083043,0.5162443,0.99981594,-0.67872006,0.99788827,0.54127806,-0.4262017,-0.40409553,-0.31670365,1.0,0.41364443,1.0,-0.38590965,-1.5556887,1.894609,-1.1089524,492.7437,916.7325,11.459156,25.7831,5
2633,51.84,81.0,0.0576,1.0345846,0.8402423,0.23770262,0.79366785,0.73061204,0.5084992,0.9998766,-0.91113025,0.9994221,0.54221106,0.1507416,0.42016423,0.35765532,1.0,0.23549575,1.0,0.077712,-1.2306162,0.9875866,-0.5304757,515.662,653.1719,15.46986,25.210142,5
2634,75.69,75.69,0.0961,1.0449823,0.84154123,0.30505863,0.66296923,0.7310841,0.51099825,0.99983346,-0.7486466,0.99903214,0.5401929,-0.14989021,0.3312953,-0.312341,1.0,0.3004371,1.0,-1.511848,-1.4744205,1.569264,3.2709432,498.47327,822.19446,41.82592,50.420284,5
2635,67.24,163.84,0.1024,1.0639623,0.8358833,0.31456655,0.9407306,0.72903657,0.51549506,0.99999726,0.97283256,0.99807864,0.5489072,-0.27573827,-0.012717308,-0.32158852,0.97045195,0.30950692,1.0,-0.5846046,1.857572,-0.8461759,-0.6131152,733.386,120.32114,14.896903,26.929016,6
2636,51.84,81.0,0.0576,1.0345846,0.8402423,0.23770262,0.79366785,0.73061204,0.5084992,0.9998766,-0.91113025,0.9994221,0.54221106,0.1507416,0.42016423,0.35765532,1.0,0.23549575,1.0,0.077712,-1.2306162,0.9875866,-0.5304757,515.662,653.1719,15.46986,25.210142,5
2637,75.69,75.69,0.0961,1.0449823,0.84154123,0.30505863,0.66296923,0.7310841,0.51099825,0.99983346,-0.7486466,0.99903214,0.5401929,-0.14989021,0.3312953,-0.312341,1.0,0.3004371,1.0,-1.511848,-1.4744205,1.569264,3.2709432,498.47327,822.19446,41.82592,50.420284,5
2638,56.25,139.24,0.0169,1.0232666,0.83664,0.12963414,0.93799996,0.7293091,0.50574976,0.9999925,0.72043246,0.99973553,0.54775316,0.29095584,-0.22136027,-0.34099817,0.800499,0.12927258,1.0,0.6075653,1.0448909,-1.0433546,0.3785593,676.0902,63.025356,21.772396,30.366764,6
2639,84.64,134.56,0.0196,1.0345846,0.8367714,0.13954312,0.22288992,0.72935647,0.5084992,0.9999908,0.56828964,0.9994221,0.54755235,-0.030658763,0.17940058,0.1748355,0.800499,0.13909245,1.0,-0.91576296,0.8823547,-1.0433546,0.29591975,664.63104,63.025356,21.199438,31.512678,6
2640,54.76,139.24,0.04,1.0283957,0.8367495,0.19866933,0.8987081,0.72934854,0.50699955,0.9999925,0.72043246,0.99960804,0.54758584,-0.41527772,0.20517485,-0.42639846,0.8336546,0.19737533,1.0,-0.31967798,1.0448909,-1.0236368,0.29591975,676.0902,68.75494,21.199438,34.950424,6
2641,37.21,112.36,0.0225,1.0428945,0.8395313,0.14943813,-0.18216251,0.73035413,0.51049846,0.9999751,-0.3853382,0.99911815,0.5433113,-0.13336635,-0.14443736,-0.03567114,1.0,0.14888503,1.0,0.34263864,0.06967355,1.8551732,0.13064066,607.33527,905.2733,20.053522,21.199438,5
2642,57.76,94.09,0.0529,1.0682267,0.8386936,0.22797753,0.96791965,0.73005074,0.51649404,0.9999387,-0.96236485,0.99782276,0.5446035,-0.27902418,-0.42616057,0.13754423,0.99993914,0.22602835,1.0,-0.12098299,-0.66173947,-0.23492171,0.5438384,555.76904,297.93805,22.918312,45.836624,5
2643,65.61,106.09,0.1089,1.048122,0.83890593,0.32404304,0.9698898,0.7301276,0.51174784,0.9999664,-0.6408264,0.9988957,0.5442764,0.3769579,0.3339991,-0.38778636,0.99993914,0.31852078,1.0,0.21017532,-0.17413078,-0.23492171,-0.9436734,590.14655,297.93805,12.605071,26.929016,5
2644,51.1225,104.04,0.0289,1.12637,0.83918345,0.16918235,0.7622711,0.73022807,0.52971494,0.9999628,-0.71426564,0.99292785,0.5438485,-0.3993034,-0.053806588,0.022128733,1.0,0.16838105,1.0,-0.2534463,-0.2553989,0.63266486,-0.7783943,584.41693,550.0395,13.750987,25.210142,6
2645,44.89,102.01,0.0144,1.0491706,0.8379522,0.119712204,0.40484992,0.72978264,0.5119977,0.99995893,-0.7805682,0.9988482,0.54574364,-0.32220465,0.12582774,-0.38148123,0.99993914,0.1194273,1.0,0.9387236,-0.336667,-0.23492171,-0.28255704,578.6874,297.93805,17.188734,25.210142,7
2646,32.49,118.81,0.0324,1.0470744,0.83711624,0.17902957,-0.5506855,0.7294808,0.511498,0.9999815,-0.095428854,0.9989422,0.5470251,0.4178138,-0.379074,-0.3037859,0.8336546,0.17808087,0.99999994,3.389295,0.31347787,-1.0236368,0.2132802,624.524,68.75494,20.62648,38.96113,7
2647,33.64,86.49,0.0225,1.037693,0.83711076,0.14943813,-0.46460217,0.72947884,0.509249,0.99990857,-0.99222535,0.99931556,0.5470334,0.34851664,0.28363144,0.3085306,0.66403675,0.14888503,1.0,0.34263864,-0.9868119,-1.1025083,-0.44783613,532.85077,45.836624,16.042818,29.220848,5
