,employment_kterm_ln,personal_status_kterm_ln,credit_history_kterm_ln,residence_since_ln,property_magnitude_car_tanh,checking_status_'no checking'_tanh,credit_history_'critical/other existing credit'_tanh,foreign_worker_yes_tanh,checking_status_'<0'_tanh,installment_commitment_sigmoid,foreign_worker_yes_sigmoid,checking_status_'no checking'_sigmoid,duration_sigmoid,(foreign_worker_kterm-housing_own),(foreign_worker_yes-purpose),(purpose_kterm-other_payment_plans_kterm),(savings_status_kterm-foreign_worker_yes),(checking_status_kterm-property_magnitude_car),(employment_'>=7'-other_payment_plans_none),(duration-savings_status_kterm),(credit_history_kterm-personal_status_'male single'),(credit_history_'existing paid'-employment_'>=7'),(savings_status_kterm-personal_status_'male single'),(other_payment_plans_none-housing_own),(purpose_kterm-housing_own),(checking_status_'<0'-job_skilled),property_magnitude_kterm_radian,checking_status_'no checking'_radian,checking_status_kterm_radian,credit_history_'critical/other existing credit'_radian,other_parties_none_radian,foreign_worker_yes_radian,job_skilled_degree,installment_commitment_degree,checking_status_kterm_degree,property_magnitude_'real estate'_degree,credit_history_'critical/other existing credit'_degree,checking_status_'<0'_degree,(other_payment_plans_kterm+checking_status_'<0'),(duration+credit_history_'critical/other existing credit'),(checking_status_'no checking'+credit_history_'existing paid'),(housing_kterm+credit_history_'existing paid'),(savings_status_'<100'+housing_own),(checking_status_'<0'+property_magnitude_car),(foreign_worker_yes+purpose),(residence_since+credit_history_'existing paid'),(credit_amount+job_skilled),(purpose_kterm+property_magnitude_'real estate'),(job_skilled+own_telephone_yes),(credit_amount+num_dependents),(checking_status_kterm*other_parties_kterm),(checking_status_kterm*property_magnitude_car),(other_parties_kterm*property_magnitude_car),(own_telephone_kterm*other_payment_plans_none),(existing_credits*foreign_worker_kterm),(housing_kterm*property_magnitude_car),(duration*residence_since),(credit_amount*property_magnitude_car),(existing_credits*purpose),(other_payment_plans_kterm*checking_status_'no checking'),(other_parties_none*housing_own),(property_magnitude_kterm*other_parties_none),(existing_credits*own_telephone_kterm),(age/purpose_kterm),(other_parties_kterm/own_telephone_kterm),(num_dependents/checking_status_kterm),(duration/savings_status_kterm),(duration/foreign_worker_kterm),(existing_credits/num_dependents),(residence_since/foreign_worker_kterm),(residence_since/checking_status_kterm),(credit_amount/other_payment_plans_kterm),class
547,5.159055,6.3062754,6.272877,0.0,0.7615942,0.7615942,0.0,0.7615942,0.0,0.95257413,0.7310586,0.7310586,1.0,962.0,-6.0,141.0,602.0,393.0,0.0,-579.0,529.0,1.0,602.0,-1.0,279.0,-1.0,5.794493,0.017453292,6.8765974,0.0,0.017453292,0.017453292,57.295776,171.88733,22574.535,0.0,0.0,0.0,139.0,24.0,2.0,714.0,2.0,1.0,8.0,2.0,1553.0,280.0,1.0,1554.0,357358.0,394.0,907.0,0.0,963.0,713.0,24.0,1552.0,7.0,139.0,1.0,332.0,596.0,0.114285715,1.5218121,0.005076142,0.039800994,0.024922118,0.5,0.0010384216,0.002538071,11.165467,1.0
548,5.826,5.7365723,3.8918202,1.3862944,0.0,0.0,0.0,0.7615942,0.7615942,0.98201376,0.7310586,0.5,0.9999938,962.0,-6.0,141.0,602.0,274.0,0.0,-591.0,49.0,0.0,603.0,-1.0,279.0,1.0,4.9218283,0.0,4.7822022,0.0,0.017453292,0.017453292,0.0,229.1831,15699.043,57.295776,0.0,57.295776,140.0,12.0,0.0,713.0,2.0,1.0,8.0,4.0,626.0,281.0,0.0,627.0,248518.0,0.0,0.0,0.0,963.0,0.0,48.0,0.0,7.0,0.0,1.0,282.0,596.0,0.08571429,1.5218121,0.003649635,0.019900497,0.012461059,1.0,0.0041536866,0.01459854,4.5035973,0.0
549,5.159055,6.3062754,5.6801724,0.0,0.0,0.7615942,0.7615942,0.7615942,0.0,0.880797,0.7310586,0.7310586,1.0,963.0,-1.0,-711.0,182.0,394.0,-1.0,-135.0,292.0,0.0,182.0,1.0,103.0,-1.0,2.687807,0.017453292,6.8765974,0.017453292,0.017453292,0.017453292,57.295776,114.59155,22574.535,0.0,57.295776,0.0,814.0,49.0,1.0,108.0,0.0,0.0,3.0,1.0,8859.0,103.0,2.0,8859.0,357358.0,0.0,0.0,404.0,1926.0,0.0,48.0,0.0,4.0,814.0,0.0,154.0,808.0,0.3398058,2.2450495,0.002538071,0.26229507,0.049844235,2.0,0.0010384216,0.002538071,10.882064,1.0
550,5.159055,5.7365723,5.6801724,1.3862944,0.0,0.7615942,0.7615942,0.7615942,0.0,0.98201376,0.7310586,0.7310586,0.9999938,962.0,-7.0,-792.0,182.0,394.0,-1.0,-171.0,293.0,0.0,183.0,0.0,21.0,-1.0,4.9218283,0.017453292,6.8765974,0.017453292,0.017453292,0.017453292,57.295776,229.1831,22574.535,57.295776,57.295776,0.0,814.0,13.0,1.0,713.0,1.0,0.0,9.0,4.0,997.0,23.0,1.0,997.0,357358.0,0.0,0.0,596.0,1926.0,0.0,48.0,0.0,16.0,814.0,1.0,282.0,1192.0,1.0454545,1.5218121,0.002538071,0.06557377,0.012461059,2.0,0.0041536866,0.010152284,1.2235873,1.0
551,5.5333896,6.3062754,3.8918202,1.3862944,0.0,0.7615942,0.0,0.7615942,0.0,0.880797,0.7310586,0.7310586,0.9975274,962.0,-6.0,141.0,62.0,394.0,1.0,-57.0,48.0,-1.0,62.0,-1.0,279.0,0.0,4.049164,0.017453292,6.8765974,0.0,0.017453292,0.017453292,0.0,114.59155,22574.535,0.0,0.0,0.0,139.0,6.0,1.0,713.0,1.0,0.0,8.0,4.0,1750.0,280.0,0.0,1752.0,357358.0,0.0,0.0,0.0,963.0,0.0,24.0,0.0,7.0,139.0,1.0,232.0,596.0,0.16071428,1.5218121,0.005076142,0.0952381,0.0062305294,0.5,0.0041536866,0.010152284,12.589928,1.0
552,5.159055,4.5217886,6.272877,0.0,0.0,0.0,0.0,0.7615942,0.7615942,0.7310586,0.7310586,0.5,1.0,962.0,-6.0,-534.0,602.0,274.0,-1.0,-555.0,530.0,1.0,603.0,0.0,279.0,0.0,4.9218283,0.0,4.7822022,0.0,0.0,0.017453292,57.295776,57.295776,15699.043,57.295776,0.0,57.295776,815.0,48.0,1.0,714.0,2.0,1.0,8.0,2.0,7000.0,281.0,2.0,7000.0,14248.0,0.0,0.0,404.0,1926.0,0.0,48.0,0.0,14.0,0.0,0.0,0.0,808.0,0.12142857,0.12871288,0.003649635,0.07960199,0.049844235,2.0,0.0010384216,0.003649635,8.59828,0.0
553,5.1474943,6.3062754,5.6801724,0.0,0.7615942,0.0,0.7615942,0.7615942,0.0,0.98201376,0.7310586,0.5,0.9999938,962.0,0.0,-580.0,102.0,268.0,-1.0,-91.0,292.0,0.0,102.0,0.0,233.0,-1.0,5.794493,0.0,4.694936,0.017453292,0.017453292,0.017453292,57.295776,229.1831,15412.563,0.0,57.295776,0.0,814.0,13.0,0.0,713.0,1.0,1.0,2.0,1.0,1996.0,234.0,1.0,1996.0,243983.0,269.0,907.0,596.0,963.0,713.0,12.0,1995.0,1.0,0.0,1.0,332.0,596.0,0.115384616,1.5218121,0.003717472,0.116504855,0.012461059,1.0,0.0010384216,0.003717472,2.45086,1.0
554,5.159055,5.7365723,6.272877,1.3862944,0.0,0.0,0.0,0.7615942,0.0,0.98201376,0.7310586,0.5,0.9998766,962.0,-3.0,-764.0,602.0,269.0,-1.0,-594.0,530.0,1.0,603.0,0.0,49.0,0.0,4.049164,0.0,4.694936,0.0,0.017453292,0.017453292,0.0,229.1831,15412.563,0.0,0.0,0.0,814.0,9.0,1.0,714.0,2.0,0.0,5.0,5.0,1199.0,50.0,1.0,1200.0,243983.0,0.0,0.0,404.0,1926.0,0.0,36.0,0.0,8.0,0.0,1.0,232.0,808.0,1.34,2.2450495,0.003717472,0.014925373,0.009345794,2.0,0.0041536866,0.014869888,1.472973,1.0
555,5.1474943,6.3062754,6.272877,0.0,0.7615942,0.0,0.0,0.7615942,0.0,0.880797,0.7310586,0.5,0.9999938,962.0,-6.0,233.0,602.0,268.0,0.0,-591.0,529.0,1.0,602.0,-1.0,279.0,-1.0,5.794493,0.0,4.694936,0.0,0.017453292,0.017453292,57.295776,114.59155,15412.563,0.0,0.0,0.0,47.0,12.0,1.0,714.0,2.0,1.0,8.0,2.0,1332.0,280.0,1.0,1332.0,243983.0,269.0,907.0,0.0,963.0,713.0,12.0,1331.0,7.0,0.0,1.0,332.0,596.0,0.07857143,1.5218121,0.003717472,0.019900497,0.012461059,1.0,0.0010384216,0.003717472,28.319149,0.0
556,5.1474943,5.7365723,3.6888795,1.0986123,0.7615942,0.0,0.0,0.7615942,0.0,0.95257413,0.7310586,0.5,1.0,962.0,0.0,-580.0,102.0,268.0,-1.0,-85.0,40.0,0.0,103.0,0.0,233.0,-1.0,5.794493,0.0,4.694936,0.0,0.017453292,0.017453292,57.295776,171.88733,15412.563,0.0,0.0,0.0,814.0,18.0,0.0,713.0,1.0,1.0,2.0,3.0,2279.0,234.0,1.0,2279.0,243983.0,269.0,907.0,596.0,1926.0,713.0,54.0,2278.0,2.0,0.0,1.0,332.0,1192.0,0.11965812,1.5218121,0.003717472,0.17475729,0.018691588,2.0,0.0031152647,0.0111524165,2.7985258,0.0
557,5.826,5.7365723,3.6888795,1.3862944,0.0,0.7615942,0.0,0.7615942,0.0,0.7310586,0.7310586,0.7310586,1.0,962.0,0.0,95.0,182.0,394.0,0.0,-162.0,40.0,0.0,183.0,-1.0,233.0,-1.0,4.049164,0.017453292,6.8765974,0.0,0.017453292,0.017453292,57.295776,57.295776,22574.535,0.0,0.0,0.0,139.0,21.0,1.0,713.0,1.0,0.0,2.0,4.0,5004.0,234.0,2.0,5004.0,357358.0,0.0,0.0,0.0,1926.0,0.0,84.0,0.0,2.0,139.0,1.0,232.0,808.0,0.123931624,2.2450495,0.002538071,0.114754096,0.021806853,2.0,0.0041536866,0.010152284,35.992805,0.0
558,5.159055,6.3062754,3.8918202,1.3862944,0.7615942,0.0,0.0,0.7615942,0.7615942,0.95257413,0.7310586,0.5,1.0,962.0,-4.0,42.0,602.0,273.0,0.0,-579.0,48.0,0.0,602.0,-1.0,180.0,0.0,5.794493,0.0,4.7822022,0.0,0.017453292,0.017453292,57.295776,171.88733,15699.043,0.0,0.0,57.295776,140.0,24.0,0.0,713.0,2.0,2.0,6.0,4.0,3553.0,181.0,1.0,3553.0,248518.0,274.0,907.0,0.0,963.0,713.0,96.0,3552.0,5.0,0.0,1.0,332.0,596.0,0.14917128,1.5218121,0.003649635,0.039800994,0.024922118,1.0,0.0041536866,0.01459854,25.553957,0.0
559,5.1474943,6.3062754,5.6801724,0.6931472,0.0,0.0,0.7615942,0.7615942,0.0,0.880797,0.7310586,0.5,1.0,962.0,-4.0,-633.0,602.0,269.0,-1.0,-585.0,292.0,0.0,602.0,0.0,180.0,0.0,4.9218283,0.0,4.694936,0.017453292,0.017453292,0.017453292,0.0,114.59155,15412.563,57.295776,57.295776,0.0,814.0,19.0,0.0,713.0,2.0,0.0,6.0,2.0,1928.0,182.0,0.0,1929.0,243983.0,0.0,0.0,596.0,1926.0,0.0,36.0,0.0,10.0,0.0,1.0,282.0,1192.0,0.17127071,1.5218121,0.003717472,0.029850746,0.018691588,2.0,0.0020768433,0.007434944,2.3685503,0.0
560,5.5333896,6.3062754,6.272877,1.3862944,0.0,0.0,0.0,0.7615942,0.7615942,0.98201376,0.7310586,0.5,1.0,963.0,-1.0,-36.0,182.0,274.0,1.0,-159.0,529.0,0.0,182.0,0.0,103.0,0.0,2.687807,0.0,4.7822022,0.0,0.017453292,0.017453292,57.295776,229.1831,15699.043,0.0,0.0,57.295776,140.0,24.0,1.0,109.0,0.0,1.0,3.0,5.0,2965.0,103.0,2.0,2966.0,248518.0,0.0,0.0,0.0,963.0,0.0,96.0,0.0,2.0,0.0,0.0,154.0,404.0,0.47572815,2.2450495,0.00729927,0.13114753,0.024922118,0.5,0.0041536866,0.01459854,21.323742,1.0
561,5.159055,6.3062754,3.8918202,1.3862944,0.7615942,0.0,0.0,0.7615942,0.7615942,0.98201376,0.7310586,0.5,1.0,963.0,-6.0,141.0,602.0,273.0,0.0,-579.0,48.0,0.0,602.0,0.0,280.0,1.0,5.794493,0.0,4.7822022,0.0,0.0,0.017453292,0.0,229.1831,15699.043,0.0,0.0,57.295776,140.0,24.0,0.0,179.0,1.0,2.0,8.0,4.0,1546.0,280.0,0.0,1547.0,14248.0,274.0,52.0,0.0,963.0,179.0,96.0,1546.0,7.0,0.0,0.0,0.0,596.0,0.08571429,0.087248325,0.003649635,0.039800994,0.024922118,1.0,0.0041536866,0.01459854,11.122302,0.0
562,5.1474943,5.7365723,4.477337,0.0,0.0,0.0,0.0,0.7615942,0.0,0.880797,0.7310586,0.5,0.9975274,962.0,-6.0,141.0,602.0,63.0,0.0,-597.0,88.0,0.0,603.0,-1.0,279.0,-1.0,4.049164,0.0,1.0995574,0.0,0.017453292,0.017453292,57.295776,114.59155,3609.6338,0.0,0.0,0.0,139.0,6.0,0.0,713.0,2.0,0.0,8.0,1.0,684.0,280.0,1.0,684.0,57141.0,0.0,0.0,0.0,963.0,0.0,6.0,0.0,7.0,0.0,1.0,232.0,596.0,0.10357143,1.5218121,0.015873017,0.0099502485,0.0062305294,1.0,0.0010384216,0.015873017,4.913669,1.0
563,5.826,6.3062754,6.272877,1.3862944,0.0,0.0,0.0,0.7615942,0.0,0.7310586,0.7310586,0.5,1.0,963.0,0.0,-580.0,182.0,269.0,-1.0,-147.0,529.0,1.0,182.0,1.0,234.0,-1.0,2.687807,0.0,4.694936,0.0,0.017453292,0.017453292,57.295776,57.295776,15412.563,0.0,0.0,0.0,814.0,36.0,1.0,109.0,0.0,0.0,2.0,5.0,12390.0,234.0,2.0,12390.0,243983.0,0.0,0.0,404.0,963.0,0.0,144.0,0.0,1.0,0.0,0.0,154.0,404.0,0.15811966,2.2450495,0.003717472,0.19672132,0.037383176,1.0,0.0041536866,0.014869888,15.219902,0.0
564,5.826,6.3062754,4.477337,0.6931472,0.0,0.0,0.0,0.7615942,0.0,0.98201376,0.7310586,0.5,1.0,962.0,-2.0,-42.0,182.0,269.0,0.0,-159.0,87.0,0.0,182.0,-1.0,96.0,0.0,4.049164,0.0,4.694936,0.0,0.017453292,0.017453292,0.0,229.1831,15412.563,0.0,0.0,0.0,139.0,24.0,0.0,713.0,1.0,0.0,4.0,2.0,4712.0,97.0,1.0,4713.0,243983.0,0.0,0.0,0.0,1926.0,0.0,48.0,0.0,6.0,0.0,1.0,232.0,808.0,0.3814433,2.2450495,0.003717472,0.13114753,0.024922118,2.0,0.0020768433,0.007434944,33.89928,1.0
565,5.159055,5.7365723,4.477337,0.6931472,0.0,0.0,0.0,0.7615942,0.0,0.95257413,0.7310586,0.5,1.0,963.0,-6.0,-534.0,102.0,269.0,-1.0,-79.0,88.0,0.0,103.0,1.0,280.0,-1.0,4.049164,0.0,4.694936,0.0,0.017453292,0.017453292,57.295776,171.88733,15412.563,0.0,0.0,0.0,814.0,24.0,0.0,179.0,0.0,0.0,8.0,2.0,1554.0,280.0,2.0,1554.0,243983.0,0.0,0.0,404.0,1926.0,0.0,48.0,0.0,14.0,0.0,0.0,232.0,808.0,0.08214286,2.2450495,0.003717472,0.23300971,0.024922118,2.0,0.0020768433,0.007434944,1.9078624,1.0
566,5.159055,3.912023,6.272877,1.0986123,0.7615942,0.0,0.0,0.7615942,0.7615942,0.880797,0.7310586,0.5,0.9999938,962.0,0.0,-580.0,602.0,273.0,-1.0,-591.0,530.0,1.0,603.0,0.0,233.0,0.0,5.794493,0.0,4.7822022,0.0,0.017453292,0.017453292,57.295776,114.59155,15699.043,0.0,0.0,57.295776,815.0,12.0,1.0,714.0,2.0,2.0,2.0,4.0,1373.0,234.0,1.0,1373.0,248518.0,274.0,907.0,596.0,963.0,713.0,36.0,1372.0,1.0,0.0,1.0,332.0,596.0,0.15384616,1.5218121,0.003649635,0.019900497,0.012461059,1.0,0.0031152647,0.010948905,1.6855037,0.0
567,5.5333896,6.3062754,5.6801724,0.6931472,0.7615942,0.7615942,0.7615942,0.7615942,0.0,0.880797,0.7310586,0.7310586,1.0,962.0,-6.0,-534.0,47.0,393.0,0.0,-24.0,292.0,-1.0,47.0,0.0,279.0,-1.0,5.794493,0.017453292,6.8765974,0.017453292,0.017453292,0.017453292,57.295776,114.59155,22574.535,0.0,57.295776,0.0,814.0,25.0,1.0,713.0,1.0,1.0,8.0,2.0,2579.0,280.0,1.0,2579.0,357358.0,394.0,907.0,596.0,963.0,713.0,48.0,2578.0,7.0,814.0,1.0,332.0,596.0,0.12142857,1.5218121,0.002538071,0.5,0.024922118,1.0,0.0020768433,0.005076142,3.167076,1.0
568,5.159055,6.3062754,6.272877,0.0,0.7615942,0.0,0.0,0.7615942,0.0,0.98201376,0.7310586,0.5,1.0,962.0,-6.0,-534.0,182.0,268.0,-1.0,-135.0,529.0,1.0,182.0,0.0,279.0,-1.0,5.794493,0.0,4.694936,0.0,0.017453292,0.017453292,57.295776,229.1831,15412.563,0.0,0.0,0.0,814.0,48.0,1.0,714.0,1.0,1.0,8.0,2.0,3980.0,280.0,2.0,3981.0,243983.0,269.0,907.0,404.0,1926.0,713.0,48.0,3979.0,14.0,0.0,1.0,332.0,808.0,0.14642857,2.2450495,0.007434944,0.26229507,0.049844235,1.0,0.0010384216,0.003717472,4.8882065,1.0
569,5.826,5.7365723,6.272877,0.6931472,0.7615942,0.0,0.0,0.7615942,0.7615942,0.95257413,0.7310586,0.5,1.0,962.0,-6.0,-534.0,602.0,273.0,-1.0,-555.0,530.0,1.0,603.0,0.0,279.0,0.0,5.794493,0.0,4.7822022,0.0,0.017453292,0.017453292,57.295776,171.88733,15699.043,0.0,0.0,57.295776,815.0,48.0,1.0,714.0,2.0,2.0,8.0,3.0,6759.0,280.0,2.0,6759.0,248518.0,274.0,907.0,404.0,963.0,713.0,96.0,6758.0,7.0,0.0,1.0,332.0,404.0,0.11071429,2.2450495,0.003649635,0.07960199,0.049844235,1.0,0.0020768433,0.00729927,8.302212,0.0
570,5.1474943,5.7365723,6.272877,1.3862944,0.0,0.0,0.0,0.7615942,0.7615942,0.98201376,0.7310586,0.5,1.0,963.0,-4.0,-633.0,602.0,274.0,-1.0,-579.0,530.0,1.0,603.0,1.0,181.0,1.0,4.9218283,0.0,4.7822022,0.0,0.017453292,0.017453292,0.0,229.1831,15699.043,57.295776,0.0,57.295776,815.0,24.0,1.0,180.0,1.0,1.0,6.0,5.0,3234.0,182.0,1.0,3235.0,248518.0,0.0,0.0,404.0,963.0,0.0,96.0,0.0,5.0,0.0,0.0,282.0,404.0,0.12707183,2.2450495,0.003649635,0.039800994,0.024922118,1.0,0.0041536866,0.01459854,3.9729729,0.0
571,5.159055,6.3062754,5.6801724,0.6931472,0.7615942,0.7615942,0.7615942,0.7615942,0.0,0.95257413,0.7310586,0.7310586,1.0,962.0,-6.0,-534.0,602.0,393.0,-1.0,-573.0,292.0,0.0,602.0,0.0,279.0,-1.0,5.794493,0.017453292,6.8765974,0.017453292,0.0,0.017453292,57.295776,171.88733,22574.535,0.0,57.295776,0.0,814.0,31.0,1.0,713.0,2.0,1.0,8.0,2.0,5955.0,280.0,1.0,5955.0,16154.0,394.0,41.0,596.0,963.0,713.0,60.0,5954.0,7.0,814.0,0.0,0.0,596.0,0.13571429,0.06879195,0.002538071,0.049751244,0.031152649,1.0,0.0020768433,0.005076142,7.3144965,1.0
572,4.1271343,5.7365723,6.272877,1.3862944,0.0,0.7615942,0.0,0.7615942,0.0,0.880797,0.7310586,0.7310586,1.0,963.0,-1.0,-711.0,182.0,394.0,-1.0,-159.0,530.0,1.0,183.0,1.0,103.0,0.0,4.049164,0.017453292,6.8765974,0.0,0.017453292,0.017453292,0.0,114.59155,22574.535,0.0,0.0,0.0,814.0,24.0,2.0,180.0,0.0,0.0,3.0,5.0,5433.0,103.0,1.0,5434.0,357358.0,0.0,0.0,404.0,963.0,0.0,96.0,0.0,2.0,814.0,0.0,232.0,404.0,0.2524272,2.2450495,0.002538071,0.13114753,0.024922118,1.0,0.0041536866,0.010152284,6.674447,1.0
573,5.826,5.7365723,6.272877,1.3862944,0.0,0.0,0.0,0.7615942,0.7615942,0.98201376,0.7310586,0.5,0.99999964,962.0,-2.0,-717.0,602.0,274.0,-1.0,-588.0,530.0,1.0,603.0,0.0,96.0,1.0,4.049164,0.0,4.7822022,0.0,0.017453292,0.017453292,0.0,229.1831,15699.043,0.0,0.0,57.295776,815.0,15.0,1.0,714.0,2.0,1.0,4.0,5.0,806.0,97.0,0.0,807.0,248518.0,0.0,0.0,596.0,963.0,0.0,60.0,0.0,3.0,0.0,1.0,232.0,596.0,0.22680412,1.5218121,0.003649635,0.024875622,0.015576324,1.0,0.0041536866,0.01459854,0.99017197,1.0
574,5.5333896,6.3062754,6.272877,1.3862944,0.7615942,0.0,0.0,0.7615942,0.0,0.98201376,0.7310586,0.5,0.9998766,962.0,-6.0,-534.0,602.0,268.0,0.0,-594.0,529.0,0.0,602.0,0.0,279.0,0.0,5.794493,0.0,4.694936,0.0,0.017453292,0.017453292,0.0,229.1831,15412.563,0.0,0.0,0.0,814.0,9.0,1.0,714.0,2.0,1.0,8.0,5.0,1082.0,280.0,0.0,1083.0,243983.0,269.0,907.0,596.0,1926.0,713.0,36.0,1082.0,14.0,0.0,1.0,332.0,1192.0,0.09642857,1.5218121,0.003717472,0.014925373,0.009345794,2.0,0.0041536866,0.014869888,1.3292383,1.0
575,5.159055,5.7365723,5.6801724,1.0986123,0.7615942,0.7615942,0.7615942,0.7615942,0.0,0.880797,0.7310586,0.7310586,0.99999964,962.0,-4.0,42.0,602.0,393.0,0.0,-588.0,293.0,0.0,603.0,-1.0,180.0,-1.0,5.794493,0.017453292,6.8765974,0.017453292,0.0,0.017453292,57.295776,114.59155,22574.535,0.0,57.295776,0.0,139.0,16.0,1.0,713.0,2.0,1.0,6.0,3.0,2789.0,181.0,1.0,2789.0,16154.0,394.0,41.0,0.0,1926.0,713.0,45.0,2788.0,10.0,139.0,0.0,0.0,1192.0,0.13259669,0.06879195,0.002538071,0.024875622,0.015576324,2.0,0.0031152647,0.007614213,20.057554,1.0
576,5.159055,5.7365723,6.272877,0.0,0.0,0.0,0.0,0.7615942,0.0,0.880797,0.7310586,0.5,0.9999938,962.0,-6.0,-534.0,602.0,269.0,-1.0,-591.0,530.0,1.0,603.0,0.0,279.0,-1.0,4.9218283,0.0,4.694936,0.0,0.017453292,0.017453292,57.295776,114.59155,15412.563,57.295776,0.0,0.0,814.0,12.0,1.0,714.0,2.0,0.0,8.0,2.0,2931.0,281.0,1.0,2931.0,243983.0,0.0,0.0,596.0,963.0,0.0,12.0,0.0,7.0,0.0,1.0,282.0,596.0,0.09642857,1.5218121,0.003717472,0.019900497,0.012461059,1.0,0.0010384216,0.003717472,3.5995085,1.0
577,5.826,5.7365723,5.6801724,0.6931472,0.7615942,0.7615942,0.7615942,0.7615942,0.0,0.95257413,0.7310586,0.7310586,1.0,962.0,-3.0,-764.0,182.0,393.0,-1.0,-159.0,293.0,0.0,183.0,0.0,49.0,-1.0,5.794493,0.017453292,6.8765974,0.017453292,0.017453292,0.017453292,57.295776,171.88733,22574.535,0.0,57.295776,0.0,814.0,25.0,1.0,713.0,1.0,1.0,5.0,2.0,1928.0,50.0,2.0,1928.0,357358.0,394.0,907.0,404.0,1926.0,713.0,48.0,1927.0,8.0,814.0,1.0,332.0,808.0,0.66,2.2450495,0.002538071,0.13114753,0.024922118,2.0,0.0020768433,0.005076142,2.367322,1.0
578,5.1474943,3.912023,5.6801724,1.3862944,0.7615942,0.0,0.7615942,0.7615942,0.0,0.98201376,0.7310586,0.5,1.0,962.0,0.0,-580.0,602.0,268.0,-1.0,-567.0,293.0,0.0,603.0,0.0,233.0,-1.0,5.794493,0.0,4.694936,0.017453292,0.017453292,0.017453292,57.295776,229.1831,15412.563,0.0,57.295776,0.0,814.0,37.0,0.0,713.0,2.0,1.0,2.0,4.0,2821.0,234.0,1.0,2821.0,243983.0,269.0,907.0,596.0,1926.0,713.0,144.0,2820.0,2.0,0.0,1.0,332.0,1192.0,0.115384616,1.5218121,0.003717472,0.05970149,0.037383176,2.0,0.0041536866,0.014869888,3.4643734,0.0
579,5.1474943,4.5217886,6.272877,1.0986123,0.7615942,0.7615942,0.0,0.7615942,0.0,0.98201376,0.7310586,0.7310586,1.0,962.0,-8.0,-805.0,602.0,393.0,-1.0,-579.0,530.0,1.0,603.0,0.0,8.0,0.0,5.794493,0.017453292,6.8765974,0.0,0.017453292,0.017453292,0.0,229.1831,22574.535,0.0,0.0,0.0,814.0,24.0,2.0,714.0,2.0,1.0,10.0,4.0,937.0,9.0,0.0,938.0,357358.0,394.0,907.0,596.0,1926.0,713.0,72.0,937.0,18.0,814.0,1.0,332.0,1192.0,3.0,1.5218121,0.002538071,0.039800994,0.024922118,2.0,0.0031152647,0.007614213,1.1511056,1.0
580,5.5333896,6.3062754,5.6801724,1.0986123,0.0,0.0,0.7615942,0.7615942,0.0,0.95257413,0.7310586,0.5,1.0,962.0,0.0,95.0,602.0,269.0,1.0,-585.0,292.0,-1.0,602.0,-1.0,233.0,-1.0,4.9218283,0.0,4.694936,0.017453292,0.0,0.017453292,57.295776,171.88733,15412.563,57.295776,57.295776,0.0,139.0,19.0,0.0,713.0,2.0,0.0,2.0,3.0,1057.0,235.0,1.0,1057.0,13988.0,0.0,0.0,0.0,1926.0,0.0,54.0,0.0,2.0,0.0,0.0,0.0,1192.0,0.12820514,0.087248325,0.003717472,0.029850746,0.018691588,2.0,0.0031152647,0.0111524165,7.597122,0.0
581,5.1474943,6.3062754,5.6801724,1.0986123,0.0,0.0,0.7615942,0.7615942,0.0,0.7310586,0.7310586,0.5,0.9999938,962.0,0.0,95.0,602.0,269.0,0.0,-591.0,292.0,0.0,602.0,-1.0,233.0,0.0,4.9218283,0.0,4.694936,0.017453292,0.017453292,0.017453292,0.0,57.295776,15412.563,57.295776,57.295776,0.0,139.0,13.0,0.0,713.0,2.0,0.0,2.0,3.0,3124.0,235.0,0.0,3126.0,243983.0,0.0,0.0,0.0,1926.0,0.0,36.0,0.0,2.0,0.0,1.0,282.0,1192.0,0.20940171,1.5218121,0.007434944,0.019900497,0.012461059,1.0,0.0031152647,0.0111524165,22.474821,1.0
582,5.826,5.7365723,6.272877,0.6931472,0.0,0.7615942,0.0,0.7615942,0.0,0.98201376,0.7310586,0.7310586,0.9998766,963.0,-4.0,-633.0,602.0,394.0,-1.0,-594.0,530.0,1.0,603.0,1.0,181.0,-1.0,4.9218283,0.017453292,6.8765974,0.0,0.017453292,0.017453292,57.295776,229.1831,22574.535,57.295776,0.0,0.0,814.0,9.0,2.0,180.0,1.0,0.0,6.0,3.0,1389.0,182.0,1.0,1389.0,357358.0,0.0,0.0,596.0,963.0,0.0,18.0,0.0,5.0,814.0,0.0,282.0,596.0,0.1436464,1.5218121,0.002538071,0.014925373,0.009345794,1.0,0.0020768433,0.005076142,1.7051597,1.0
583,5.1474943,6.3062754,6.272877,0.0,0.0,0.0,0.0,0.7615942,0.0,0.98201376,0.7310586,0.5,1.0,963.0,-7.0,-792.0,602.0,269.0,-1.0,-567.0,529.0,1.0,602.0,1.0,22.0,0.0,2.687807,0.0,4.694936,0.0,0.017453292,0.017453292,0.0,229.1831,15412.563,0.0,0.0,0.0,814.0,36.0,1.0,180.0,1.0,0.0,9.0,2.0,2384.0,22.0,0.0,2385.0,243983.0,0.0,0.0,596.0,963.0,0.0,36.0,0.0,8.0,0.0,0.0,154.0,596.0,1.5,1.5218121,0.003717472,0.05970149,0.037383176,1.0,0.0010384216,0.003717472,2.928747,0.0
